10000e	10000:a
Patagonie	Patagonien
Patrick	Patrik
Paul	Pål
Pays basque	Baskien
Pays de Galles	Wales
Pays-Bas	Nederländerna
Pentagone	Pentagon
Pentecôte	pingst
Perdita	Perdita
Permien	Perm
Perse	perser
Perse	Persien
Persée	Perseus
Peshawar	Peshawar
Petchénègues	Petjeneger
Petit Chaperon rouge	Rödluvan
Petit Chien	Lilla hunden
Petite-Pologne	Lillpolen
Petites Antilles	Små Antillerna
Pharaon	farao
Philadelphie	Philadelphia
Philippe	Filip
Philippes	Filippi
Philippiens	Filipper
Philippines	Filippinerna
Philémon	Filemon
Phnom Penh	Phnom Penh
Phobos	Phobos
Phrygie	Frygien
Phénicie	Fenicien
Phœbé	Phoebe
Picardie	Picardie
Pierre	Peter
Pikogan	Pikogan
Pilates	pilates
Pirkanmaa	Birkaland
Pise	Pisa
Piémont	Piemonte
Platon	Platon
PlayStation	PlayStation
Plovdiv	Plovdiv
Plutarque	Plutarkos
Pluton	Pluto
Pluton	Pluto
Podgorica	Podgorica
Podlachie	Podlasien
Podolie	Podolien
Poissons	Fiskarna
Poitou	Poitou
Pokémon	Pokémon
Pollux	Polydeuces
Pologne	Polen
Polonais	polack
Polonaise	polska
Polynésie française	Franska Polynesien
Poméranie	Pommern
Poppée	Poppaea
Pori	Björneborg
Port-Vila	Port Vila
Port-au-Prince	Port-au-Prince
Portia	Portia
Porto Rico	Puerto Rico
Portugais	portugis
Portugal	Portugal
Pouilles	Apulien
Poutine	Putin
Prague	Prag
Praxitèle	Praxiteles
Première Guerre mondiale	Första världskriget
Proche-Orient	Främre Orienten
Prométhée	Prometheus
Prospéro	Prospero
Protée	Proteus
Provence	Provence
Provençal	provensal
Proverbes	Ordspråksboken
Prusse	Preussen
Prussien	preussare
Prussienne	preussiska
Psamathée	Psamathe
Psaumes	Psaltaren
Puck	Puck
Pyrénées	Pyrenéerna
Pythagore	Pythagoras
Pâques	påsk
Pékin	Peking
Péloponnèse	Peloponnesos
Périgord	Périgord
Pérou	Peru
Pérouse	Perugia
Péruvien	peruan
Péruvienne	peruanska
Pô	Po
Qatar	Qatar
Quentin	Qvintinus
Quito	Quito
Québec	Québec
RAM	RAM
RDA	DDR
Rabat	Rabat
Rachel	Rakel
Ragnarök	Ragnarök
Ras al-Khaimah	Ras al-Khaimah
Ratisbonne	Regensburg
Renart	Mickel räv
Rennes	Rennes
Reykjavik	Reykjavik
Rhin	Rhen
Rhodes	Rhodos
Rhéa	Rhea
Rhône	Rhône
Richard	Richard
Riga	Riga
Rigel	Rigel
Riyad	Riyadh
Robert	Robert
Rodez	Rodez
Rois	Andra Kungaboken
Romain	romare
Rome	Rom
Rome ne s’est pas faite en un jour	Rom byggdes inte på en dag
Rosalinde	Rosalind
Roskilde	Roskilde
Rotterdam	Rotterdam
Rouen	Rouen
Roumain	rumän
Roumanie	Rumänien
Roxane	Roxana
Royaume de Belgique	Konungariket Belgien
Royaume de Dieu	Guds rike
Royaume de Norvège	Konungariket Norge
Royaume de Suède	Konungariket Sverige
Royaume de Thaïlande	Konungariket Thailand
Royaume des Pays-Bas	Konungariket Nederländerna
Royaume du Cambodge	Konungariket Kambodja
Royaume du Danemark	Konungariket Danmark
Royaume du Maroc	Konungariket Marocko
Royaume d’Espagne	Konungariket Spanien
Royaume hachémite de Jordanie	Hashemitiska konungariket Jordanien
Royaume-Uni	Förenade kungariket
Royaume-Uni de Grande-Bretagne et d’Irlande	Förenade kungariket Storbritannien och Irland
Royaume-Uni de Grande-Bretagne et d’Irlande du Nord	Förenade konungariket Storbritannien och Nordirland
Rubicon	Rubicon
Russe	ryss
Russie	Ryssland
Ruth	Rut
Rwanda	Rwanda
Rébecca	Rebecka
République Démocratique du Congo	Demokratiska republiken Kongo
République centrafricaine	Centralafrikanska republiken
République de Chine	Republiken Kina
République de Corée	Republiken Korea
République de Pologne	Republiken Polen
République de l’Inde	Republiken Indien
République des Philippines	Republiken Filippinerna
République dominicaine	Dominikanska republiken
République du Congo	Republiken Kongo
République d’Afrique du Sud	Republiken Sydafrika
République d’Autriche	Republiken Österrike
République d’Irak	Republiken Irak
République d’Iraq	Republiken Irak
République d’Irlande	Republiken Irland
République française	Franska republiken
République fédérale d’Allemagne	Förbundsrepubliken Tyskland
République hellénique	Republiken Grekland
République islamique d’Iran	Islamiska republiken Iran
République italienne	Republiken Italien
République libanaise	Republiken Libanon
République populaire de Chine	Folkrepubliken Kina
République socialiste du Viet Nam	Socialistiska republiken Vietnam
République socialiste du Vietnam	Socialistiska republiken Vietnam
République tchèque	Tjeckiska Republiken
Réunion	Réunion
Révolution française	Franska revolutionen
Rê	Ra
S. M.	HM
SARS-CoV-2	SARS-CoV-2
SDF	hemlös
SLA	ALS
SPARQL	SPARQL
SQL	SQL
Sa Majesté	Hans Majestät
Sagittaire	Skytten
Sahara	Sahara
Sahara occidental	Västsahara
Saint-Christophe-et-Niévès	Saint Christopher och Nevis
Saint-Cloud	Saint-Cloud
Saint-Denis	St Denis
Saint-Empire romain germanique	Tysk-romerska riket
Saint-Esprit	den Helige Anden
Saint-Marin	San Marino
Saint-Maurice	Saint-Maurice
Saint-Nazaire	Saint-Nazaire
Saint-Pierre-et-Miquelon	Saint-Pierre och Miquelon
Saint-Siège	heliga stolen
Saint-Sylvestre	Nyårsafton
Saint-Vincent-et-les Grenadines	Saint Vincent och Grenadinerna
Saint-Étienne	Saint-Étienne
Sainte-Hélène	Sankta Helena
Sainte-Lucie	Saint Lucia
Salamine	Salamis
Salerne	Salerno
Salvador	Salvador
Salvador	El Salvador
Salzbourg	Salzburg
Samarcande	Samarkand
Samarie	Samaria
Samoa	Samoa
Samoa américaines	Amerikanska Samoa
Samoan	samoan
Samogitie	Samogitien
Samson	Simson
Samuel	Samuel
San Francisco	San Francisco
Sanaa	Sana
Sao	Sao
Sao Tomé-et-Principe	São Tomé och Príncipe
Saragosse	Zaragoza
Sarah	Sara
Sarajevo	Sarajevo
Sardaigne	Sardinien
Satakunta	Satakunda
Saturne	Saturnus
Saverne	Zabern
Savoie	Savojen
Savolaxie	Savolax
Savonie	Savolax
Saxe	Sachsen
Scandes	Fjällen
Scandinave	skandinav
Scandinavie	Skandinavien
Scanie	Skåne
Schtroumpf	Smurf
Scorpion	skorpion
Scorpion	Skorpionen
Scrabble	Scrabble
Seconde Guerre mondiale	Andra världskriget
Seeland	Själland
Seine	Seine
Sens	Sens
Serbe	serb
Serbie	Serbien
Serbie-et-Monténégro	Serbien och Montenegro
Serial ATA	Serial ATA
Seychelles	Seychellerna
Shanghaï	Shanghai
Shangri-La	Shangri-La
Sharjah	Sharjah
Shiva	Shiva
Siamois	siames
Siarnaq	Siarnaq
Sibérie	Sibirien
Sicile	Sicilien
Sicilien	sicilianare
Sienne	Siena
Sierra Leone	Sierra Leone
Sif	Sif
Silistra	Silistra
Silurien	Silur
Silésie	Schlesien
Simon	Simon
Singapour	Singapore
Singapourien	singaporian
Skathi	Skathi
Skoll	Skoll
Slave	slav
Slojd	slöjd
Slovaque	slovak
Slovaquie	Slovakien
Slovène	sloven
Slovénie	Slovenien
Small Computer System Interface	Scsi
Société des Nations	Nationernas förbund
Socrate	Sokrates
Sofia	Sofia
Sogdiane	Sogdiana
Soleil	Solen
Somalie	Somalia
Sophie	Sofia
Sophocle	Sofokles
Sophonie	Sefanja
Sotchi	Sotji
Souabe	Schwaben
Soudan	Sudan
Soudan du Sud	Sydsudan
Soudanais	sudanes
Soukkot	Sukkot
Spartacus	Spartacus
Sparte	Sparta
Spider-Man	Spindelmannen
Spire	Speyer
Spitzberg	Spetsbergen
Sri Lanka	Sri Lanka
Staline	Stalin
Stockholm	Stockholm
Stockholmois	stockholmare
Strasbourg	Strasbourg
Stuttgart	Stuttgart
Stéphane	Stefan
Stéphano	Stephano
Sucre	Sucre
Suisse	schweizare
Suisse	Schweiz
Suissesse	schweiziska
Sumatra	Sumatra
Superman	Stålmannen
Suriname	Surinam
Surtur	Surtur
Suttungr	Suttungr
Suzanne	Susanna
Suède	Sverige
Suédois	svensk
Svalbard	Svalbard
Swaziland	Swaziland
Sycorax	Sycorax
Syldavie	Syldavien
Syracuse	Syrakusa
Syrie	Syrien
Syrien	syrier
Sébastien	Sebastian
Sénat	senat
Sénégal	Senegal
Séoul	Söul
Sétébos	Setebos
Séville	Sevilla
T-shirt	T-tröja
TNF	TNF
TSA	AST
Tachkent	Tasjkent
Tadjikistan	Tadzjikistan
Tage	Tajo
Tahiti	Tahiti
Tahitienne	tahitiska
Tallinn	Tallinn
Tamise	Themsen
Tampere	Tammerfors
Tanger	Tanger
Tanzanie	Tanzania
Tanzanien	tanzanier
Tarbes	Tarbes
Tarente	Taranto
Tartous	Tartus
Tarvos	Tarvos
Tasmanie	Tasmanien
Tatiana	Tatjana
Taureau	Oxen
Tavastie	Tavastland
Taïwan	Taiwan
Taïwanais	taiwanes
Tbilissi	Tbilisi
Tchad	Tchad
Tchaïkovski	Tjajkovskij
Tcheliabinsk	Tjeljabinsk
Tchernobyl	Tjernobyl
Tchouvache	tjuvasjiska
Tchèque	tjeck
Tchécoslovaquie	Tjeckoslovakien
Tchéquie	Tjeckien
Tchétchénie	Tjetjenien
Terre	Jorden
Terre de Feu	Eldslandet
Terre-Neuve	Newfoundland
Terrebonne	Terrebonne
Terres australes et antarctiques françaises	Franska sydterritorierna
Terreur	Skräckväldet
Terrien	jordbo
Territoire britannique de l’océan Indien	Brittiska territoriet i Indiska oceanen
Territoire du Nord	Northern Territory
Territoires du Nord-Ouest	Northwest Territories
Tessin	Ticino
Tezcatlipoca	Tezcatlipoca
Thalassa	Thalassa
Thanatos	Thanatos
Thaï	thailändare
Thaïe	thailändska
Thaïlandais	thailändare
Thaïlande	Thailand
Thessalie	Thessalien
Thomas	Thomas
Thor	Tor
Thrace	Thrakien
Thrymr	Thrymr
Thucydide	Thukydides
Thuringe	Thüringen
Thébé	Thebe
Thémisto	Themisto
Théodore	Teodor
Théophile	Teofil
Tibet	Tibet
Tibre	Tibern
Tibétain	tibetan
Timor oriental	Östtimor
Timothée	Timoteus
Titan	Titan
Titania	Titania
Tite	Titus
Tobie	Tobias
Togo	Togo
Togolais	togoles
Tokelau	Tokelauöarna
Tokyo	Tokyo
Tolède	Toledo
Tonga	Tonga
Tornédalie	Tornedalen
Toronto	Toronto
Toscane	Toscana
Toulon	Toulon
Toulouse	Toulouse
Tracassin	Bulleribasius
Transdanubie	Transdanubien
Transkei	Transkei
Transnistrie	Transnistrien
Transylvanie	Transsylvanien
Trente	Trento
Trias	Trias
Trinculo	Trinculo
Trinité	treenighet
Trinité-et-Tobago	Trinidad och Tobago
Tripoli	Tripoli
Triton	Triton
Troie	Troja
Trond	Trond
Troyen	trojan
Trèves	Trier
Trévise	Treviso
Tunis	Tunis
Tunisie	Tunisien
Tunisien	tunisier
Turc	turk
Turin	Turin
Turkmène	Turkmen
Turkménistan	Turkmenistan
Turku	Åbo
Turque	turkiska
Turquie	Turkiet
Tuvalu	Tuvalu
Tuvaluan	tuvaluan
Téhéran	Teheran
Télesto	Telesto
Téthys	Tethys
UE	EU
URSS	USSR
Udine	Udine
Ukraine	Ukraina
Ukrainien	ukrainare
Ulm	Ulm
Umbriel	Umbriel
Umm al-Qaiwain	Umm al-Qaiwain
Unicode	Unicode
Union des républiques socialistes soviétiques	Socialistiska rådsrepublikernas union
Union européenne	Europeiska unionen
Union soviétique	Sovjetunionen
Uranus	Uranus
Uri	Uri
Uruguay	Uruguay
VIH	hiv
Valachie	Valakiet
Valles Marineris	Valles Marineris
Vancouver	Vancouver
Vanuatu	Vanuatu
Varmie	Ermland
Varna	Varna
Varsovie	Warszawa
Vatican	Vatikanstaten
Venezuela	Venezuela
Venise	Venedig
Versailles	Versailles
Verseau	vattuman
Verseau	Vattumannen
Viborg	Viborg
Victoria	Victoria
Vienne	Wien
Vientiane	Vientiane
Vierge	Jungfrun
Vierge Marie	Jungfru Maria
Vietnam	Vietnam
Vietnamien	vietnames
Vilnius	Vilnius
Vishnou	Vishnu
Vistule	Wisła
Vitré	Vitré
Vladivostok	Vladivostok
Voie lactée	Vintergatan
Volga	Volga
Volgograd	Volgograd
Volhynie	Volynien
Vosges	Vogeserna
Votre Majesté	Ers Majestät
Voulpaix	Voulpaix
Voïvodine	Vojvodina
Vulgate	vulgata
Värmland	Värmland
Vénus	Venus
Vénétie	Veneto
Vénézuélien	venezuelan
Vérone	Verona
Véronique	Veronika
Vésuve	Vesuvius
Wall Street	Wall Street
Wallis-et-Futuna	Wallis- och Futunaöarna
Wallon	vallon
Wallonie	Vallonien
Waoundé	Waounde
Washington	Washington
Wellington	Wellington
Wijchen	Wijchen
Wikipédia	Wikipedia
Wiktionnaire	Wiktionary
Wilamowice	Wilamowice
Windhoek	Windhoek
Wrocław	Wrocław
XSLT	XSLT
Xipe Totec	Xipe Totec
Yahvé	Jahve
Yangtsé	Changjiang
Yi Jing	I Ching
Ymir	Ymir
Yokohama	Yokohama
York	York
Yorkshire-et-Humber	Yorkshire och Humber
Yougoslave	jugoslav
Yougoslavie	Jugoslavien
Yule	Julblot
Yunnan	Yunnan
Yémen	Yemen
Yéménite	jemenit
ZS	systerson
Zacharie	Sakarja
Zagreb	Zagreb
Zambie	Zambia
Zambèze	Zambesi
Zimbabwe	Zimbabwe
Zurich	Zürich
a posteriori	a posteriori
abadèche rose	guldkingklip
abaissant	nedsättande
abaissement	förödmjukelse
abaisser	förnedra
abajoue	kindpåse
abalourdir	fördumma
abandon	ensamhet
abasie	abasi
abasourdir	bedöva
abasourdissant	bedövande
abasourdissement	bedövning
abat	störtregn
abat-foin	foderlucka
abat-jour	lampskärm
abat-vent	skorstenshuv
abat-voix	predikstolstak
abattage	mandom
abattant	fällbord
abattement	avmattning
abatteur de bois	flickjägare
abattis	bråte
abattoir	slakthus
abattre	avliva
abattée	avfallning
abbatial	abbots-
abbatiat	abbotsdöme
abbaye	abbotskloster
abbesse	abbedissa
abbé	andlig
abc	abc-bok
abcès	abscess
abcéder	bulna
abdication	abdikering
abdiquer	abdikera
abdomen	buk
abdominal	buk-
abducteur	abduktor
abduction	abduktion
abeille	bi
abeille charpentière	snickarbi
abeille maçonne	murarbin
abeille à miel	bi
abeiller	bi-
aberrant	avvikande
aberration	aberration
aberrer	missta sig
abhorrable	avskyvärd
abhorrer	avsky
abime	outgrandlig
abimer	fördärva
abiotique	abiotisk
abiétinée	barrträd
abject	föraktlig
abjection	förnedring
abjuration	avsvärjelse
abjuratoire	avsvärjelse-
abjurer	avsvärja
abkhaze	abchazisk
abkhaze	abchaziska
ablatif	ablativ
ablation	bortskärande
ableret	sänkhåv
ablette de rivière	strömlöja
abluant	renande
abluer	skölja
ablution	tvagning
abnégation	försakelse
aboi	skall
aboiement	skall
abolir	avskaffa
abolissement	avskaffande
abolition	avskaffande
abolitionnisme	abolitionism
abolitionniste	abolitionist
abominable	avskyvärd
abomination	avsky
abominer	avsky
abondamment	rikligen
abondance	blomsterspråk
abondant	riklig
abonnement	abonnemang
abonner	abonnera
abonnir	bli bättre
abonnissement	förbättring
abonné	abonnent
abord	mottagande
abordable	tillgänglig
abordage	ombordläggning
aborder	inlåta sig på
aborigène	infödd
aborigène	urinvånare
abortif	fosterfördrivande
aboucher	ansluta
aboulie	abuli
aboulique	viljelös
aboutir	sluta
aboutissement	resultat
aboyant	skällande
aboyer	skälla
aboyeur	vildsvinshund
abracadabra	abrakadabra
abracadabrant	vidunderlig
abrasif	skräpande
abrasion	abrasion
abreuvement	vattning
abreuver	vara full av
abreuvoir	vattenho
abri	kasematt
abricot	aprikos
abricotier	aprikos-
abricotier	aprikosträd
abricotier des Antilles	mamey
abricoté	kanderad aprikos
abriter	söka skydd
abrivent	vindskydd
abrogation	abrogation
abroger	upphäva
abrouti	avbetad
abroutissement	avbetning
abrupt	brant
abruptement	abrupt
abruti	dum
abruti	dumhuvud
abrutir	förfäa
abrutissant	förslöande
abrutissement	fäaktighet
abréger	förkorta
abrégé	sammandrag
abréviatif	förkortnings-
abréviation	förkortning
abscisse	abskissa
absence	frånvaro
absent	frånvarande
abside	absid
absinthe	absint
absintheur	absintsupare
absinthine	absintin
absinthisme	absintförgiftning
absolu	absolut
absolument	absolut
absolument parlant	i allmänhet talat
absolution	absolution
absolutisme	envälde
absolutoire	frikännande
absorbant	absorberande
absorbement	försjunkenhet
absorber	absorbera
absorbé	absorberad
absorption	absorption
absorptivité	absorptionsförmåga
absoudre	frikänna
absoute	absolution
abstenir	avhålla sig
abstinence	avhållsamhet
abstinent	abstinent
abstinent	nykterist
abstractif	abstrakt
abstraction	abstraktion
abstraire	abstrahera
abstrait	abstrakt
abstraitement	abstrakt
abstrus	dunkel
absurde	absurd
absurdement	absurt
absurdité	absurditet
abus	missbruk
abus de position dominante	missbruk av dominerande ställning
abuser	bedraga
abuser de	missbruka
abuseur	bedragare
abusif	lagstridig
abusivement	av misstag
abyssal	avgrunds-
abysse	avgrund
abâtardir	försämra
abâtardissement	urartning
abécédaire	alfabetisk
abécédaire	abc-bok
abélien	abelsk
abénaquis	abenakiska
abêtir	bli dum
abêtissement	förslöande
abîme	outgrandlig
abîmer	skada
acabit	sort
acacia	akacia
académicien	akademiker
académie	akademi
académique	akademisk
acanthe	akantus
acanthite	silverglans
acanthize	taggnäbb
acarien	kvalster
acariâtre	vresig
acariâtreté	vresighet
acatène	kedjelös
accablant	förkrossande
accabler	digna under
accalmie	stillhet
accaparement	uppköp
accaparer	förbehålla sig
accapareur	uppköpare
accastillage	överskepp
accent	accent
accent aigu	akut accent
accent grave	grav accent
accenteur	järnsparv
accenteur alpin	alpjärnsparv
accenteur mouchet	järnsparv
accentuation	accentuering
accentuer	accentuera
acceptabilité	antaglighet
acceptable	antaglig
acceptation	antagande
accepter	antaga
accepteur	acceptant
acception	hänsyn
accessibilité	tillgänglighet
accessible	tillgänglig
accession	tillträde
accessoire	bi-
accessoire	bisak
accidence	tillfällig egenskap
accident	olycksfall
accidentel	tillfällig
accidentellement	händelsevis
accidenter	variera
acclamateur	bifallsropare
acclamation	acklamation
acclamer	hylla
acclimatation	acklimatisering
acclimatement	acklimatisering
acclimater	acklimatisera
accoinçon	taksparre
accolade	kram
accolader	inklamra
accolage	uppbindning
accolement	hopfogande
accoler	binda upp
accolure	band
accommodage	tillagning
accommodant	foglig
accommodation	jämkning
accommodement	biläggning
accommoder	passa
accompagnateur	ackompanjatör
accompagnatrice	ackompanjatris
accompagnement	beledsagande
accompagner	ackompanjera
accomplir	fullborda
accomplissement	fullbordan
accon	pråm
accord	fördrag
accordable	stämbar
accordage	stämning
accordailles	förlovning
accorder	stämma
accordeur	stämmare
accordoir	stämnyckel
accordé	fästman
accordéon	dragspel
accordéon diatonique	durspel
accordéoniste	dragspelare
accore	brant
accore	brant strand
accorer	stötta
accort	artig
accortise	artighet
accostable	tillgänglig
accostage	landning
accoster	tilltala
accotement	stig
accoter	stödja
accotoir	armstöd
accouchement	frambringande
accoucher	framkläcka
accoucheur	ackuschör
accouchée	barnsängskvinna
accoudement	rättning
accoudoir	armstöd
accouple	koppel
accouplement	parning
accoupler	para
accourcir	förkorta
accourcissement	förkortning
accourir	komma springande
accourse	galleri
accoutrement	utstyrande
accoutumance	vana
accoutumer	vänja
accroc	fläck
accrochage	upphängande
accrochement	fasthängande
accrocher	hänga upp
accroissement	tillväxt
accroupi	på huk
accroupissement	nedhukad ställning
accroître	förstoras
accréditer	ackreditera
accréditeur	garant
accueil	mottagande
accueillant	vänlig
accueillir	få
acculement	akterrundning
accumulateur	ackumulator
accumulation	anhopning
accumuler	hopa
accusateur	klagande
accusatif	ackusativ
accusatif	ackusativ
accusation	anklagelse
accusatoire	anklagelse-
accuser	anklaga
accès	anfall
accès direct	direkt tillgång
accéder	komma fram
accélérateur	gaspedal
accélérateur de particules	partikelaccelerator
accélération	acceleration
accélérer	accelerera
accéléromètre	accelerometer
accéléré	hastigare
acerbe	bitter
acerbité	bitterhet
acharnement	blodtörst
acharner	hetsa
acharné	envis
achat	köp
achat impulsif	impulsköp
acheminement	färd
acheminer	befordra
achetable	fal
acheter	köpa
acheter chat en poche	köpa grisen i säcken
acheteur	köpare
achever	avslutas
achevé	fulländad
achillée millefeuille	röllika
achopper	snava
achromatique	akromatisk
achromatiser	göra akromatisk
achromatisme	akromatism
achèvement	fullbordande
acid jazz	acid jazz
acide	syra
acide 5-aminolévulinique	5-aminolevulinsyra
acide acrylique	akrylsyra
acide acétique	ättiksyra
acide alginique	alginat
acide aminé	aminosyra
acide arachidonique	arakidonsyra
acide ascorbique	askorbinsyra
acide benzoïque	bensoesyra
acide butyrique	smörsyra
acide caprique	kaprinsyra
acide carbonique	kolsyra
acide chlorhydrique	saltsyra
acide chlorique	klorsyra
acide citrique	citronsyra
acide docosahexaénoïque	dokosahexaensyra
acide désoxyribonucléique	deoxiribonukleinsyra
acide eicosapentaénoïque	eikosapentaensyra
acide faible	svag syra
acide formique	myrsyra
acide fort	stark syra
acide gras	fettsyra
acide gras insaturé	omättat fett
acide gras saturé	mättat fett
acide hypochloreux	hypokloritsyra
acide isobutyrique	2-metylpropansyra
acide lactique	mjölksyra
acide linoléique	linolsyra
acide linoléique conjugué	konjugerad linolsyra
acide nitreux	salpetersyrlighet
acide nitrique	salpetersyra
acide oléique	(9Z)-oktadekensyra
acide palmitique	palmitinsyra
acide palmitoléique	palmitoleinsyra
acide phosphorique	fosforsyra
acide picrique	pikrinsyra
acide propionique	propionsyra
acide ribonucléique	ribonukleinsyra
acide stéarique	stearinsyra
acide sulfureux	svavelsyrlighet
acide sulfurique	svavelsyra
acide urique	urinsyra
acide valérique	pentansyra
acide élaïdique	(9E)-octadecensyra
acide α-linolénique	alfa-linolensyra
acide γ-aminobutyrique	4-aminobutansyra
acide δ-aminolévulinique	5-aminolevulinsyra
acier	stål
acier chirurgical	kirurgiskt stål
acier inoxydable	rostfritt stål
aciérage	stållsättning
aciération	stålberedning
aciérer	stålsätta
aciéreux	stålsatt
aciérie	stålverk
acné	akne
acolyte	följeslagare
acomoclitisme	acomoclitic
acompte	avbetalning
aconit napel	äkta stormhatt
acouphène	tinnitus
acousticien	akustiker
acoustique	akustisk
acoustique	akustik
acquiescement	bifall
acquiescer	samtycka
acquis	vunnen
acquis	erfarenhet
acquis communautaire	gemenskapens regelverk
acquisition	anskaffning
acquit	aquit
acquittement	frikännande
acquitter	frikänna
acquéreur	köpare
acquérir	förvärva
acrasie	akrasia
acratie	svaghet
acrimonie	skärpa
acrimonieux	skarp
acritarche	akritarkit
acrobate	akrobat
acrobatie	akrobatik
acrobatique	akrobat-
acromion	akromion
acrophobie	akrofobi
acrostiche	akrostikon
acrotère	akroterion
acrylate	akrylat
acte	acta
acte d’accusation	anklagelseakt
acter	protokollföra
acteur	medspelande
actif	aktiv
actif	aktivum
actinium	aktinium
actinote	aktinolit
action	aktion
action de grâces	tacksägelse
actionnaire	aktieägare
actionner	driva
activement	aktivt
activer	aktivera
activisme	aktivism
activiste	aktivist
activité	aktivitet
actrice	skådespelerska
actualiser	aktualisera
actualité	aktualitet
actualités	filmjournal
actuel	faktisk
actuellement	nutida
actée en épi	trolldruva
acuité	skärpa
acupuncture	akupunktur
acutangle	spetsvinklig
acéphale	huvudlös
acéphalie	huvudlöshet
acérage	stålsättning
acérain	stål-
acérer	skärpa
acétone	aceton
acétylène	acetylen
adage	ordspråk
adagio	adagio
adamite	adamit
adapter	tillämpa
additif	additiv
addition	tillsats
additionner	addera
additionneur	adderare
additivité	additivitet
adhésif	klibbig
adhésion	adhesion
adiabatique	adiabatisk
adieu	farväl
adipeux	fettvävnad
adipocire	likvax
adjacent	närbelägen
adjectif	adjektiv
adjectival	adjektivisk
adjoindre	bifoga
adjoint	assistent
admettre	tacka ja till
administrateur	administratör
administration	administration
administrer	förvalta
admirable	beundransvärd
admirateur	beundrare
admiration	beundran
admirer	beundra
adolescent	tonåring
adonis d’été	sommaradonis
adopter	kora
adoptif	adoptiv
adoption	adoption
adorable	beundransvärd
adorateur	tillbedjare
adoucir	glätta
adoucissant	lugnande
adoucissant	lugnande medel
adresse	adress
adresse IP	IP-adress
adresse de courrier électronique	e-postadress
adresse mémoire	minnesadress
adresser	adressera
adroit	skicklig
adrénaline	adrenalin
adsorber	adsorbera
aduler	smickra
adulte	vuxen
adultère	brottslig
adultère	äktenskapsbrott
adultération	förfalskning
adultérer	förfalska
adustion	kauterisation
advenir	hända
adventiste	adventistisk
adventiste	adventist
adverbe	adverb
adverbial	adverbiell
adversaire	motståndare
adversatif	adversativ
