άρχης	arch
ΔΤΑΛ	IBAN
ΔΦΑ	IPA
Δάγλα	Dagla
Δάρα	Dara
Δάρας	Daras
Δάριζα	Dariza
Δάφνα	Dafna
Δάφνη	Dafni
Δέσποινα	Despoina
Δήλος	Delos
Δήμητρα	Demeter
Δίας	Zeus
Δίδυμοι	Gemini
Δίκτυον	Reticulum
Δίλοφο	Dilofo
Δίλοφον	Dilofo
Δίρφη	Dirfi
Δαδί	Dadi
Δαιδαλίδες	Daedalidae
Δαλάι Λάμα	Dalai Lama
Δαμαλάς	Damalas
Δαμασκός	Damascus
Δανία	Denmark
Δαναός	Danaus
Δανιήλ	Daniel
Δανός	Dane
Δαρβίνος	Darwin
Δαρδανέλλια	Dardanelles
Δαρείος	Darius
Δασαμάρι	Dasamari
Δασκαλειό	Daskaleio
Δασοχώρι	Dassochori
Δαφνί	Dafni
Δαφνούλα	Dafnoula
Δαχομέη	Dahomey
Δεβόρα	Debora
Δεκέλεια	Dekelea
Δεκέμβριος	December
Δεκεμβριανά	Dekemvriana
Δελφίν	Delphinus
Δερνίτσα	Dernitsa
Δεσιά	Desia
Δευκαλίων	Deucalion
Δευτέρα	Monday
Δευτερονόμιο	Deuteronomy
Δημήτρανι	Dimitrani
Δημήτριος	Demetrius
Δημιουργός	Creator
Δημοκρατία της Ιρλανδίας	Republic of Ireland
Δημοκρατία της Κίνας	Republic of China
Δημόκριτος	Democritus
Διάσελο	Diaselo
Διαβήτης	Circinus
Διακαινήσιμος	Bright Week
Διακοπουλιάνικα	Diakopoulianika
Διακόφτι	Diakofti
Διαφωτισμός	Enlightenment
Διεθνές Νομισματικό Ταμείο	International Monetary Fund
Διεθνές Σύστημα Μονάδων	International System of Units
Διεθνής	International
Διεθνής Οργανισμός Τυποποίησης	ISO
Διεθνής Φωνητική Ένωση	International Phonetic Association
Διμετρόδοντας	Dimetrodon
Διομήδης	Diomedes
Διονυσοβούνι	Dionysovouni
Διπλόδοκος	Diplodocus
Διψέλιζα	Dipseliza
Διόδια	Diodia
Διόνυσος	Dionysus
Διώνη	Dione
Δνείπερος	Dnieper
Δνείστερος	Dniester
Δομινίκα	Dominica
Δομινικανή Δημοκρατία	Dominican Republic
Δον Ζουάν	Don Juan
Δον Κιχώτης	Don Quixote
Δοράς	Dorado
Δουβλίνο	Dublin
Δουργούτι	Dourgouti
Δούμα	duma
Δούναβης	Danube
Δράκων	Draco
Δράμα	Drama
Δράμεσι	Dramesi
Δραγονέρα	Dragonera
Δρακουμέλ	Gargamel
Δραπετσώνα	Drapetsona
Δραχμάνι	Drachmani
Δριτσαίικα	Dritseika
Δροσέλα	Drossela
Δροσιά	Drosia
Δροσοπηγή	Drossopigi
Δρυμαία	Drymaia
Δρυμωνάρι	Drymonari
Δρυμώνας	ΧΧΧ
Δρυόπη	Dryopi
Δυρράχιο	Durrës
Δυτική Βιρτζίνια	West Virginia
Δυτική Σαχάρα	Western Sahara
Δωδεκάημερο	Twelve Days of Christmas
Δωδεκάμερο	Twelve Days of Christmas
Δωδεκάνησα	Dodecanese
Δωδεκάνησος	Dodecanese
Δωδεκάορτο	Dodekaorton
Δωδεκαήμερο	Twelve Days of Christmas
Δωδώνη	Dodona
Δωροθέα	Dorothy
Δωρούσα	Dorousa
Δόκανα	Dokana
Δόρα Ριπάρια	Dora Riparia
Δύση	West
Δώρα	Dora
ΕΑΑΤ	EFSA
ΕΔΥΤΕ	National Infrastructures for Research and Technology
ΕΕΚ	ATC
ΕΖΕΣ	EFTA
ΕΚΠΑ	UOA
ΕΚΤ	ECB
ΕΛΙΑ	E.L.I.A.
ΕΛΛΕΝΙΤ	ELLENIT
ΕΛΤΕ	HAASOB
ΕΟΚ	EEC
ΕΟΧ	EEA
ΕΠΕ	Ltd.
ΕΠΟ	HFF
ΕΣΣΔ	USSR
ΕΣΥ	NHS
ΕΤΠΑ	ERDF
Εβραίος	Jew
Εβραίους	Hebrews
Εγίρα	Hijra
Εγγλεζονήσι	Englezonisi
Εγγύς Ανατολή	Near East
Εγκέλαδος	Enceladus
Εδέμ	Eden
Εδουάρδος	Edward
Εθνικό Μετσόβιο Πολυτεχνείο	National Technical University of Athens
Ειδομένη	Idomene
Ειδυλλία	Eidyllia
Ειλείθυια	Eileithyia
Ειρήνη	Irene
Ειρεσίδες	Eiresidae
Ειρηνικός	Pacific
Ειρηνικός Ωκεανός	Pacific Ocean
Εκάβη	Hecuba
Εκάλη	Ekali
Εκάτη	Hecate
Εκδυσόζωα	Ecdysozoa
Εκκλησιαστής	Ecclesiastes
Εκουαδοριανή	Ecuadorian
Εκουαδοριανός	Ecuadorian
Ελ Γκρέκο	El Greco
Ελ Νίνιο	El Niño
Ελ Σαλβαδόρ	El Salvador
Ελάμ	Elam
Ελάτεια	Elateia
Ελένη	Helen
Ελίκη	Helike
Ελαία	Elea
Ελαιοχώρι	Eleochori
Ελαιούς	Elaeus
Ελαιώνας	Elaionas
Ελασσόνα	Elassona
Ελαφίδες	Cervidae
Ελαφηβολιών	Elaphebolion
Ελβετία	Switzerland
Ελβετός	Swiss
Ελεονώρα	Eleanor
Ελευθερές	Eleutherae
Ελευθερία	Eleftheria
Ελευθεροχώρι	Eleftherochori
Ελευσίνα	Eleusis
Ελευσίνια Μυστήρια	Eleusinian Mysteries
Ελικώνας	Helicon
Ελισάβετ	Elizabeth
Ελλάδα	Greece
Ελλήσποντος	Hellespont
Ελληνική Επανάσταση	Greek War of Independence
Ελληνικοί Εσπερινοί	Greek Vespers
Ελληνικό	Elliniko
Ελληνοαμερικανός	Greek American
Ελληνορώσων	Ellinoroson
Ελσίνκι	Helsinki
Εμμανουήλ	Emmanuel
Εμπεδοκλής	Empedocles
Εξάρχεια	Exarcheia
Εξάς	Sextans
Εξαπλά	Hexaples
Εξκάλιμπερ	Excalibur
Εξοχή	Exochi
Επίδαυρος	Epidaurus
Επικηφισιά	Epicephisia
Επικούρειοι	Epicurians
Επινιανά	Epiniana
Επισκοπή	Episcope
Επονίτης	EPONite
Εποχή του Λίθου	Stone Age
Εποχή του Χαλκού	Bronze Age
Επτάνησα	Heptanese
Επτανήσιος	Heptanese
Επώνυμος	Eponymous
Ερένεια	Ereneia
Ερέχθειο	Erechtheion
Ερατώ	Erato
Εργατική Πρωτομαγιά	Labour Day
Ερινύα	Erinys
Ερινύες	Erinyes
Ερμής	Mercury
Ερμπίλ	Arbil
Ερρίκος	Henry
Ερυθρές	Erythres
Ερυθραία	Eritrea
Ερυθραίος	Eritrean
Ερυθρός Σταυρός	Red Cross
Ερωφίλη	Erofili
Εσθήρ	Esther
Εσθονία	Estonia
Εσμεράλδα	Esmeralda
Εσουατίνι	Eswatini
Εσπερία	Hesperia
Εσπερινός	Hesperus
Εστιαία	Hestiaea
Εστιαιώτιδα	Estiaiotida
Εταιρεία των Φιλικών	Society of Friends
Ετεοκλής	Eteocles
Ετρούσκοι	Etruscans
Ετρούσκος	Etruscan
Ευάγγελος	Evangelos
Ευαγγελία	Evangelia
Ευαγγελίνα	Evangelina
Ευαγγελίστρια	Evangelistria
Ευαγγελισμός	Annunciation
Ευαγόρας	Evagoras
Ευβραδύπορα	Eutardigrada
Ευγένεια	Evgeneia
Ευγένιος	Eugene
Ευγενία	Eugenia
Ευγενίδειο	Eugenideio
Ευδοξία	Eudoxia
Ευθύφρων	Euthyphro
Ευλάλιος	Eulalios
Ευλαλία	Eulalia
Ευμενίδες	Eumenides
Ευπυρίδες	Eupyridai
Ευρασία	Eurasia
Ευριπίδης	Euripides
Ευρυβιάδης	Eurybiades
Ευρυδίκη	Eurydice
Ευρυμέδοντας	Eurymedon
Ευρυσάκης	Eurysaces
Ευρυσθέας	Eurystheus
Ευρωομάδα	Eurogroup
Ευρωπαίος	European
Ευρωπαϊκή Ένωση	European Union
Ευρωπαϊκή Επιτροπή	European Commission
Ευρύκλεια	Eurycleia
Ευρώπη	Europe
Ευσέβιος	Eusebius
Ευσεβία	Eusebia
Ευστάθιος	Eustace
Ευτύχιος	Eutychius
Ευφράτης	Euphrates
Ευωνύμεια	Euonymeia
Εφεσίους	Ephesians
Εφιάλτης	Ephialtes
Εφραίμ	Ephraim
Εχίνος	Echinos
Εωσφόρος	Lucifer
Εύα	Eve
Εύβοια	Euboea
Εύζωνας	Evzonas
Εύζωνος	Evzonos
Εύμηλος	Eumelus
Εύξεινος Πόντος	Black Sea
Ζάβορδα	Zaborda
Ζάγκρεμπ	Zagreb
Ζάκυνθος	Zakynthos
Ζάλογγο	Zalongo
Ζάμπια	Zambia
Ζάππειο	Zappeion
Ζέα	Zea
Ζέλι	Zeli
Ζήσης	Zisis
Ζαΐρ	Zaire
Ζαγλανικιάνικα	Zaglanikianika
Ζαγόρι	Zagori
Ζαπάνι	Zapani
Ζαπορίζια	Zaporizhzhia
Ζαρατούστρα	Zarathustra
Ζας	Zas
Ζαχαρίας	Zechariah
Ζεβεδαίος	Zebedee
Ζελενίστα	Zelenista
Ζελενίτσα	Zelenitsa
Ζερβαίικα	Zerveika
Ζερμινάλ	Germinal
Ζεφύρι	Zefyri
Ζηρίνειο	Zirinio
Ζητούνι	Zetounion
Ζιμπάμπουε	Zimbabwe
Ζιτόμιρ	Zhytomyr
Ζογεριά	Zogeria
Ζουλού	Zulu
Ζοφριά	Zofria
Ζούμπερι	Zoumberi
Ζούρβα	Zourva
Ζυγός	Libra
Ζυρίχη	Zurich
Ζωή	Zoe
Ζωγράφειο	Zografeio
Ζωγράφου	Zografou
Ζωοδόχος Πηγή	Zoodochos Pigi
Ζωροάστρης	Zoroaster
Η/Υ	PC
ΗΒ	UK
ΗΕΔ	EMF
ΗΠΑ	USA
Ηγεμόνη	Hegemone
Ηγερία	Egeria
Ηλέκτρα	Electra
Ηλίας	Elijah
Ηλιούπολη	Heliopolis
Ηλιόδωρος	Heliodorus
Ημαθία	Emathia
Ηνίοχος	Charioteer
Ηνωμένα Έθνη	United Nations
Ηνωμένα Αραβικά Εμιράτα	United Arab Emirates
Ηνωμένες Πολιτείες της Αμερικής	United States of America
Ηνωμένο Βασίλειο	United Kingdom
Ηνωμένο Βασίλειο της Μεγάλης Βρετανίας και της Βορείου Ιρλανδίας	United Kingdom of Great Britain and Northern Ireland
Ηπειρώτης	Epirote
Ηράκλειο	Heraklion
Ηρακλής	Hercules
Ηρακλειδείς	Irakleideis
Ηριδανός	Eridanus
Ηρόδοτος	Herodotus
Ηρώ	Hero
Ηρώδειο	Herodion
Ησίοδος	Hesiod
Ησαΐας	Isaiah
Ηωήλ	Joel
Ηώς	Eos
Θάλασσα Μπάρεντς	Barents Sea
Θάλασσα του Μαρμαρά	Sea of Marmara
Θάλεια	Thalia
Θέουτα	Ceuta
Θέτις	Thetis
Θήβα	Thebes
Θίμφου	Thimphu
Θαβώρ	Tabor
Θεέ μου	my God
Θεία Ευχαριστία	Eucharist
Θεοβάλδος	Theobald
Θεοδόσιος	Theodosius
Θεοδώρα	Theodora
Θεοδώριχος	Derek
Θεολόγος	Theologos
Θεοτόκος	Theotokos
Θεοφάνια	Epiphany
Θεοφανώ	Theophano
Θεού θέλοντος	God willing
Θερμιδόρ	Thermidor
Θερσίτης	Thersites
Θεσπιές	Thespies
Θεσσαλία	Thessaly
Θεσσαλονίκη	Salonica
Θεσσαλονικιός	Thessalonian
Θεσσαλός	Thessalian
Θεόδωρος	Theodore
Θεόκριτος	Theocritus
Θεός	God
Θεόφιλος	Theophilus
Θηρεσία	Teresa
Θησέας	Theseus
Θησείο	Thiseio
Θιβέτ	Tibet
Θορ	Thor
Θορικός	Thoricus
Θουριγγία	Thuringia
Θράκη	Thrace
Θρήνοι	Lamentations
Θρία	Thria
Θρακομακεδόνας	Thracomacedonian
Θρακομακεδόνες	Thrakomakedones
Θριάσιο	Thriasian
Θριάσιο Πεδίο	Thriasian Plain
Θριάσιος	Thriasian
Θυμάρι	Thymari
Θυμαιτάδες	Thymaetadae
Θυμαράκια	Thymarakia
Θωμάκος	Tommy
Θωμάς	Thomas
ΙΕΚ	AVT
ΙΡΑ	IRA
Ιάβα	Java
Ιάκωβος	James
Ιάμβλιχος	Iamblichus
Ιάπωνας	Japanese
Ιάσονας	Jason
Ιακώβ	Jacob
Ιανουάριος	January
Ιανός	Janus
Ιαπωνία	Japan
Ιασώ	Iaso
Ιαχβέ	Yahweh
Ιβάν	Ivan
Ιβοριανός	Ivorian
Ιγκουανόδοντας	Iguanodon
Ιγνάτιος	Ignatius
Ιεζεκιήλ	Ezekiel
Ιεοβά	Iehova
Ιερά Εξέταση	Inquisition
Ιερά Σύνοδος	Holy Synod
Ιεράπολη	Hierapolis
Ιερεμίας	Jeremiah
Ιερουσαλήμ	Jerusalem
Ιερός Λόχος	Sacred Band
Ιερώνυμος	Jerome
Ιεχοβά	Iehova
Ιεχωβά	Jehovah
Ιησούς	Jesus
Ιησούς Χριστός	Jesus Christ
Ικάριο	Icaria
Ικάριος	Ιcarian
Ικαρία	Icaria
Ιλίσια	Ilisia
Ιλιάδα	Iliad
Ιλινόι	Illinois
Ιλισός	Ilisos
Ιλλυριός	Illyrian
Ιμαλάια	Himalayas
Ινέπολη	Inepoli
Ινδία	India
Ινδιάνος	Indian
Ινδοευρωπαίος	Indo-European
Ινδονησία	Indonesia
Ινδός	Indian
Ιντιάνα	Indiana
Ιντούν	Idun
Ινώ	Ino
Ιξίων	Ixion
Ιοκάστη	Jocasta
Ιονέσκο	Ionesco
Ιορδάνης	Jordan
Ιορδανία	Jordan
Ιουδαίος	Jew
Ιουλιανός	Julianus
Ιουρασική	Jurassic
Ιουστινιανός	Justinian
Ιούδας	Judas
Ιούλιος	July
Ιούνιος	June
Ιππάριον	Equuleus
Ιππίας	Hippias
Ιπποκράτειο	Ippokrateio
Ιπποκράτης	Hippocrates
Ιράκ	Iraq
Ιράν	Iran
Ιρακινός	Iraqi
Ιρανός	Iranian
Ιρλανδία	Ireland
Ιρλανδός	Irish
Ισίδωρος	Isidore
Ισημερινή Γουινέα	Equatorial Guinea
Ισημερινός	Ecuador
Ισλάμ	Islam
Ισλαμαμπάντ	Islamabad
Ισλανδή	Icelander
Ισλανδία	Iceland
Ισλανδός	Icelander
Ισοζύγιο Τρεχουσών Συναλλαγών	current account
Ισπανία	Spain
Ισπανός	Spaniard
Ισραήλ	Israel
Ισραηλίτης	Israelite
Ισραηλινός	Israeli
Ιστία	Vela
Ιστιαία	Histiaea
Ισφαχάν	Isfahan
Ιτέα	Itea
Ιταλία	Italy
Ιταλός	Italian
Ιφιστιάδες	Iphistiadae
Ιχθύες	Pisces
Ιχθύς Ιπτάμενος	Volans
Ιχθύς Νότιος	Piscis Austrinus
Ιωάννα	Jane
Ιωάννης	John
Ιωήλ	Joel
Ιωακείμ	Joachim
Ιωλκός	Iolcos
Ιωνάθαν	Jonathan
Ιωνάς	Jonah
Ιωνία	Ionia
Ιωσήφ	Joseph
Ιωσηφόγλειο	Iosifogleio
Ιωσούας	Joshua
Ιόνια νησιά	Ionian Islands
Ιόνιο πέλαγος	Ionian Sea
Ιώ	Io
Ιώβ	Job
ΚΑΠ	CAP
ΚΑΣ	CAC
ΚΚΣΕ	CPSU
ΚΜΕ	CPU
ΚΣΝΜ	CCMM
Κάβος	Kavos
Κάιρο	Cairo
Κάλαμος	Kalamos
Κάμινος	Fornax
Κάμπος	Kampos
Κάνσας	Kansas
Κάντερμπερι	Canterbury
Κάρλα	Karla
Κάρλελι	Karli-Eli
Κάρντιφ	Cardiff
Κάρολος	Charles
Κάρπαθος	Karpathos
Κάστρο	Castle
Κάτεγατ	Kattegat
Κάτω Σαξονία	Lower Saxony
Κάτω Χώρες	Netherlands
Κέα	Kea
Κέδρα	Kedra
Κέλσιος	Celsius
Κέλτης	Celt
Κένταυρος	Centaurus
Κένυα	Kenya
Κέρβερος	Cerberus
Κέρκυρα	Corfu
Κήτος	Cetus
Κίεβο	Kiev
Κίνα	China
Κίναρος	Kinaros
Κίνγκσταουν	Kingstown
Κίνκι	Yokohama
Κίσαβος	Kissavos
Κίτρος	Citrus
Κίτσι	Kitsi
Καίσαρ	Caesar
Καίτη	Kate
Καβάκια	Kavakia
Καβάφης	Cavafy
Καβουρονήσι	Kavouronisi
Καβοφονιάς	Kavofonias
Καβούρι	Kavouri
Καβυλία	Kabylia
Καβύλος	Kabyle
Καζακστάν	Kazakhstan
Καζαμπλάνκα	Casablanca
Καζανόβας	Casanova
Καθήμεια	Kathimeia
Καθαρά Δευτέρα	Clean Monday
Καινή Διαθήκη	New Testament
Καισάρεια	Caesarea
Καισαριανή	Kaisariani
Κακοσάλεσι	Kakosalesi
Καλάβρυτα	Kalavryta
Καλάμι	Kalami
Καλέντζι	Kalentzi
Καλαί	Calais
Καλαβρία	Calabria
Καλαδί	Kaladi
Καλαμάκι	Kalamaki
Καλαμάτα	Kalamata
Καλαμαριά	Kalamaria
Καλαμιά	Kalamia
Καλαμπάκα	Kalabaka
Καλαρίτες	Kalarites
Καλησπεριάνικα	Kalisperianika
Καλιστήρι	Kalistiri
Καλιφόρνια	California
Καλλίδρομο	Kallidromo
Καλλίμαχος	Kallimachos
Καλλίπολη	Kallipoli
Καλλιθέα	Kallithea
Καλλιμάρμαρο	Kallimarmaro
Καλλιτεχνούπολη	Kallitechnoupoli
Καλλιόπη	Calliope
Καλλονή	Kalloni
Καλογρέζα	Kalogreza
Καλοθρόνιο	Kalothronio
Καλοκαιρινές	Kalokairines
Καλοπήγαδο	Kalopigado
Καλοχώρι	Kalochori
Καλύβια	Kalyvia
Καμάρα	Kamara
Καμάρι	Kamari
Καμάρια	Kamaria
Καμάριζα	Kamariza
Καμίνια	Kaminia
Καμαριώτισσα	Kamariotissa
Καματερό	Kamatero
Καμερούν	Cameroon
Καμηλοπάρδαλις	Camelopardalis
Καμουχαρέα	Kamoucharea
Καμπανία	Champagne
Καμπούλ	Kabul
Καμπότζη	Cambodia
Καμόρα	Camorra
Κανάκια	Kanakia
Καναδάς	Canada
Καναδή	Canadian
Καναδός	Canadian
Καναπίτσα	Kanapitsa
Καντακουζηνός	Kantakouzenos
Καντουαρία	Cantuar
Καντό	Yokohama
Καουμίθι	ΧΧΧ
Καπανδρίτι	Kapandriti
Καπιτώλιο	Capitolium
Καπνικαρέα	Kapnikarea
Καποδιστριακό	Kapodistrian
Καρέας	Kareas
Καρίτσα	Karitsa
Καραβάς	Karavas
Καραβόλα	Karavola
Καραγκιόζης	Karaghiozis
Καραγκούνης	Karagounis
Καρακάλλας	Caracalla
Καρακάσι	Karakasi
Καραϊβική	Caribbean
Καρβουνάδες	Karvounades
Καρβουνιάρικα	Karvouniarika
Καρδίτσα	Karditsa
Καρελλάς	Karellas
Καρκίνος	Cancer
Καρολομάγνος	Charlemagne
Καρπάθια	Carpathians
Καρπενίσι	Karpenisi
Καρτέλι	Karteli
Καρυά	Karya
Καρυές	Karyes
Καρχηδόνα	Carthage
Κασιματιάνικα	Kassimatianika
Κασιώτης	Kassian
Κασκαβέλι	Kaskaveli
Κασμίρ	Kashmir
Κασσάνδρα	Cassandra
Κασσιανή	Kassia
Κασσιόπη	Cassiopeia
Καστέλλα	Kastella
Καστανέα	Kastanea
Καστανιά	Kastania
Καστελλόριζο	Castellorizo
Καστράκι	Kastraki
Καστρί	Kastri
Καστρίον	Kastri
Καστρισιάνικα	Kastrisianika
Κατάλυμα	Katalyma
Κατάνια	Catania
Κατάρ	Qatar
Κατάρα	Katara
Καταλονία	Catalonia
Καταφύγιο	Katafygio
Καταφύγιον	Katafygion
Κατερίνι	Katerini
Κατηφόρι	Katifori
Κατμαντού	Kathmandu
Κατράκειο	Katrakeio
Κατσανεβιανά	Katsaneviana
Κατσιμίδι	Katsimidi
Κατσιπόδι	Katsipodi
Κατσούνι	Katsouni
Καυκί	Kafki
Καψάλι	Kapsali
Καϊμακτσαλάν	Kaimaktsalan
Καϊπανάκι	Kaipanaki
Καύκασος	Caucasus
Κειριάδες	Ceriadae
Κεμάλ	Kemal
Κεμπέκ	Quebec
Κεμπεκουά	Quebecer
Κεντάκι	Kentucky
Κεντρική Αμερική	Central America
Κεντροαφρικανική Δημοκρατία	Central African Republic
Κενυάτης	Kenyan
Κεράσοβο	Kerasovo
Κεραμεικός	Kerameikos
Κεραμωτό	Keramoto
Κερασιά	Kerassia
Κερασοβάκι	Kerasovaki
Κερασοχώρι	Kerasochori
Κερασούντα	Giresun
Κερατέα	Keratea
Κερατοβούνι	Keratovouni
Κερατσίνι	Keratsini
Κερκυραίος	Corfiot
Κερύνεια	Kyrenia
Κεφαλάρι	Kefalari
Κεφαλή	Cephale
Κεφαλονίτης	Cephallenian
Κεφαλονίτισσα	Cephallenia
Κεφαλονιά	Cephalonia
Κεφαλόβρυσο	Kefalovrysso
Κεφαλόποδα	Cephalopods
Κεϋλάνη	Ceylon
Κηπουρός	Gardiner
Κηπούπολη	Kipoupoli
Κητώδη	Cetacea
Κηφεύς	Cepheus
Κηφισιά	Kifissia
Κηφισιώτης	Cephisian
Κηφισοχώρι	Kifissochori
Κηφισός	Cephissus
Κικέρων	Cicero
Κιλικία	Cilicia
Κινέζος	Chinese
Κινέτα	Kineta
Κινόστερνο	Kinosternon
Κιούρκα	Kiourka
Κιρίμπατι	Kiribati
Κιότο	Kyoto
Κλάρα	Clara
Κλέφτης	klepht
Κλήμα	Klima
Κλήμης	Clement
Κλίνγκον	Klingon
Κλαίλια	Cloelia
Κλαίρη	Claire
Κλαδισός	Kladisos
Κλαύδιος	Claudius
Κλεοπάτρα	Cleopatra
Κλιμάκι	Klimaki
Κλοποκίτσα	Klopokitsa
Κνίδος	Cnidus
Κνιδόζωα	Cnidaria
Κοίλη	Coele
Κοζάκος	Cossack
Κοινωνία των Εθνών	League of Nations
Κοισύρα	Coesyra
Κοκκιναράς	Kokkinaras
Κοκκινιά	Kokkinia
Κοκκινοσκουφίτσα	Little Red Riding Hood
Κοκκινόβραχος	Kokkinovrachos
Κοκορέμι	Kokoremi
Κολλυβάδες	Kollyvades
Κολλυτός	Collytus
Κολοκυνθού	Kolokynthou
