ABC	abc
part	part
parterre	parterre
partially	en partie
participate	participer
participle	participe
particular	particulier
particularly	particulièrement
partly	en partie
partridge	perdrix
party	adhérents
party members	adhérents
pass	permission
passage	corridor
passenger	passager
passion	ardeur
passport	passeport
pass away	décéder
pass by	passer
pass the night	passer la nuit
pass through	abattre
past	passé
paste	agglutiner
paste up	agglutiner
pastor	curé
pat	taper
patch	rapiécer
patch up	rapiécer
pate	tête
path	chemin
patience	patience
patient	patient
patriot	patriote
patrol	reconnaissance
patrolman	gendarme
patron	protecteur
pattern	schéma
pause	pause
pavement	pavé
pavilion	pavillon
paw	jambe
pawn	emprunter sur gages
pay	payer
paying off	congé
payment	réglement
pay attention	surveiller
pay attention to	surveiller
pay off	acquitter
pay out	dépenser
pea	pois
peace	paix
peach	pêche
peacock	paon
peak	bout
peal	sonner
peanut	arachide
pear‐tree	poirier
pear	poire
pearl	perle
peasant	paysan
peat	tourbe
peculiar	drôle
pedal	pédale
pedestrian	piéton
peel	dépouiller
peep	gazouiller
peevish	maussade
peg	apéritif
pelican	pélican
pelvis	bassin
pencil	crayon
penetrate	entrer
peninsula	péninsule
penis	pénis
pension	pension
penthouse	abri
people	gens
pepper	poivre
per	à
perceive	s'apercevoir
percent	pourcentage
percentage	pourcentage
perchance	peut‐être
perfect	accompli
perfection	perfection
perform	paraître
perfume	parfumer
perhaps	peut‐être
peril	danger
period	période
periodical	gazette
perish	périr
periwinkle	pervenche
permanent	continuel
permission	autorisation
permit	permettre
perplexity	embarras
persecute	poursuivre
persevere	persévérer
persist	persévérer
person	personnage
personal	personnel
personality	caractère
perspective	perspective
perspiration	sueur
persuade	convaincre
perturb	brouiller
pessimism	pessimisme
pessimist	pessimiste
pestle	pistil
pet	choyer
petal	pétale
petrol	essence
petroleum	pétrole
pettish	maussade
petulant	maussade
phantom	apparition
pharmaceutical	remède
phase	phase
pheasant	faisan
pheasant's eye	adonis
phenomenon	phénomène
phi	horreur
philosophy	philosophie
phoenix	phénix
phone booth	cabine téléphonique
phonograph	phonographe
phosphorus	phosphore
photograph	photographier
photographer	photographe
photography	photographie
physician	docteur
physics	physique
piano	piano
pick‐axe	pioche
pick	cueillir
pickle	affreux jojo
pick out	adopter
pick up	accélérer
picture	image
picturesque	pittoresque
pie	pâté
piece	contingent
piece of furniture	meuble
piece of mail	correspondance
pier	débarcadère
pig	cochon
pigeon	colombe
pigeonhole	domaine
piglet	cochonnet
pigmy	pygmée
pike	brochet
pile	amas
pile up	accumuler
pill	pilule
pillar	colonne
pillow	oreiller
pilot	pilote
pimple	bouton
pin	épingle
pincers	pinces
pinch	pincer
pine‐tree	pin
pine	pin
pineapple	ananas
pink	œillet
pioneer	pionnier
pious	pieux
pip	grain
pipe	pipe
pistol	pistolet
piston	piston
pit	fossé
pitcher	cruche
pitiful	malheureux
pity	mal
pivot	pivot
placard	afficher
place	adapter
place of refuge	abri
place of worship	église
plain	plaine
plait	natter
plan	dessein
plane‐tree	platane
plane	aéroplane
planet	planète
plank	panneau
plant	planter
plash	barboter
plaster	revêtir
plastic	plastique
plate	met
plateau	plateau
platform	tenue
platinum	platine
platter	met
plausible	vraisamblable
play	jouer
plaza	esplanade
plea	argument
plead	plaider
pleasant	agréable
pleasantly	agréablement
pleasantness	agrément
please	s'il vous plaît
pleased	content
pleasure	plaisir
plentiful	abondant
plenty	abondance
plenty of	beaucoup de
plot	intrigue
plough	labourer
pluck	cueillir
plug	bougie
plug in	aboucher
plug up	boucher
plum	prune
plunder	piller
plunge	plonger
plus	plus
plutonium	plutonium
pocket	poche
podium	estrade
poem	poème
poet	poète
poetry	poésie
point	bout
pointed	pointu
point out	indiquer
poison	poison
poisonous	venimeux
pole	pieu
police‐station	commissariat
police	police
policeman	agent
policy	politique
polish	polir
polite	courtois
politeness	politesse
politics	politique
polyp	pieuvre
polyvinyl chloride	chlorure de polyvinyle
pomp	pompe
pond	étang
pool	s'accoupler
poor	malheureux
pope	pape
poplar	peuplier
poppy	coquelicot
popular	populaire
population	population
pork	porc
porpoise	marsouin
port	port
portent	augure
porter	bagagiste
porthole	lucarne
portrait	portrait
port side	bâbord
pose	agir avec affectation
poseur	faiseur d'embarras
position	position
positive	positif
possess	posséder
possession	possession
possible	possible
possibly	peut‐être
post‐paid	affranchi
post	afficher
postage	port
postage stamp	timbre
postal rates	tarif postal
postcard	carte postale
poster	affiche
postman	facteur
postpone	ajourner
postulate	demander
post office	bureau de poste
post up	afficher
pot	pot
potassium	potassium
potato	pomme de terre
pound	broyer
pour	verser
pour out	verser
powder	poudre
power	puissance
powerful	puissant
power station	central
practical	réel
practice	appliquer
practise	exercer
praise	glorifier
prawn	crevette
pray	prier
prayer	prière
preach	prêcher
precede	avancer
precious	rare
precipice	abîme
precise	net
precision	exactitude
predisposition	aptitude
predominant	principal
predominating	souverain
preface	introduction
prefer	aimer mieux
preferably	mieux
prefix	préfixe
pregnant	enceinte
prejudice	parti‐pris
premium	prix
preparation	préparation
prepare	préparer
prepay	affranchir
preposition	préposition
presage	augure
prescription	recette
presence	présence
present‐day	actuel
present	actuel
presentation	offre
present with	offrir
preservation	garde
preservative	préservatif
preserve	préserver
preside	présider
president	président
press	presse
pressure	impulsion
press firmly	presser
prestige	gloire
presume	aspirer à
pretend	prétexter
pretext	prétexte
pretty	aimable
prevent	empêcher
previous	précédent
previously	auparavant
prey	proie
price	prix
pricey	précieux
prick	bitte
priest	abbé
primeval forest	forêt vierge
primrose	primevère
prince	prince
princess	princesse
principal	principal
principally	principalement
principle	principe
print	impression
printed matter	impression
printer	imprimeur
prior	précédent
prison	prison
prisoner	prisonnier
private	privé
privet	troène
privilege	privilège
privileged	privilégié
prize	prix
probable	vraisemblable
probably	probablement
problem	problème
proboscis	trompe
procedure	procédé
proceed	procéder
proceed with	continuer
process	procédé
procession	procession
proclaim	proclamer
proclamation	déclaration
procure	procurer
produce	produire
production	production
profane	violer
profess	avouer
profession	profession
professor	professeur
profit	bénéfice
profound	profond
profuse	abondant
prognosis	prognostic
programme	programme
progress	avancer
prohibit	interdire
project	projeter une image
proletarian	prolétaire
prologue	prologue
promenade	promenade
promise	assurer
promote	promouvoir
promotion	année
promotor	promoteur
prompt	ponctuel
pronounce	prononcer
pronunciation	prononciation
proof	preuve
prop	appui
propaganda	propagande
propeller	hélice
proper	convenable
properly	convenablement
property	bien
prophesy	prédire
prophet	prophète
proportion	proportion
prosecute	poursuivre
prospectus	prospectus
prosper	prospérer
prosperity	prospérité
prostitute	prostituer
prostitution	prostitution
protect	préserver
protection	garde
protectionist	protecteur
protect from	s'abriter
protein	protéine
protest	protester
protocol	compte‐rendu
proton	proton
prototype	prototype
proud	altier
prove	démontrer
proverb	proverbe
provide	munir
provided that	à condition que
province	province
provisional	provisoire
provoke	agacer
provost	maire
proximity	voisinage
prude	bégueule
prudence	précaution
prudent	prudent
prudish	bégueule
psalm	psaume
pseudonym	pseudonyme
psyche	psychisme
psychiatrist	aliéniste
psychiatry	psychiatrie
psychic	psychique
psychologist	psychologue
psychology	psychologie
pub	abreuvoir
puberty	adolescence
public	public
publicity	propagande
publicize	propager
public prosecutor	procureur
public square	esplanade
publish	éditer
pull	tirer
pullover sweater	chandail
pull down	abattre
pull out	répandre
pull to pieces	abaisser
pulse	pouls
pulverize	moudre
puma	puma
pump	pomper
pumpkin	potiron
punctual	ponctuel
punctuate	parsemer
punctuation	ponctuation
punish	punir
punishment	peine
puppet	guignol
purchase	achat
purchaser	acheteur
pure	blanc
purge	affinier
purity	propreté
purple	pourpre
purpose	but
purse	porte‐monnaie
pursue	poursuivre
pursue one's point	persévérer
pus	pus
push	pousser
push along	faire glisser
pussy	chatte
put	appliquer
putrefy	pourrir
put away	serrer
put down	appliquer
put in	introduire
put in order	ordonner
put off	enlever
put on	activer
put onto	appliquer
put on airs	agir avec affectation
put on stamps	affranchir
put on the stage	offrir
put out	éteindre
put out to tender	mettre à l'entreprise
put right	joindre
put together	assembler
put to bed	coucher
put to sleep	assoupir
put up	adapter
put up with	endurer
puzzle	énigme
pyjamas	pyjama
pyramid	pyramide
quack	charlatan
quail	caille
quaint	curieux
qualify	qualifier
quality	propriété
quantity	quantité
quarrel	dispute
quarter	quartier
quash	abîmer
quay	quai
queen	dame
quell	étouffer
quest	recherche
question	question
quibble	chicaner
quick	prompt
quickly	rapidement
quicksilver	mercure
quiet	calme
quietly	paisiblement
quietness	repos
quilt	coudre
quince	coing
quinsy	angine
quit	démissioner
quite	assez
quiver	trembler
quivering	frisson
quotation	citation
quotation mark	guillemet
quotation marks	guillemets
quote	citer
quotes	guillemets
rabbi	rabbin
rabbit	lapin
rabies	rage
raccoon	raton laveur
race‐course	piste
race	s'élancer
rack	arack
racoon	raton laveur
radiate	rayonner
radiator	radiateur
radical	radical
radio	radio
radish	radis
radium	radium
radius	rayon
radon	radon
raffle	loterie
raft	radeau
rag	chiffon
ragout	ragoût
rail	rail
railing	balustrade
railroad	chemin de fer
railway	chemin de fer
railway carriage	wagon
rain	pleuvoir
rainbow	arc‐en‐ciel
raincoat	imperméable
raise	élever
raise the alarm	alarmer
rake	râteler
ram	bélier
ranch	bien
rancour	rancune
rand	rand
random	accidentel
rank	grade
rap	rapper
rapid	prompt
rapsody	rapsodie
rare	rare
rasp	râper
raspberry	framboise
rat	rat
rate	proportion
rather	une certaine quantité
rational	rationnel
rattle	claquer
rave	être fou
raven	corbeau
ravine	abîme
raw	brut
ray	rayon
razor	lame
re‐read	relire
reach	aboutir
reaction	réaction
read	lire
reader	lecteur
ready	prêt
read again	relire
read over again	relire
real	effectif
reality	réalité
realize	comprendre
really	en réalité
realm	puissance
rear	arrière‐garde
rearguard	arrière‐garde
reason	cause
reasonable	abordable
rebate	rabais
rebel	se révolter
rebellion	révolte
rebellious	rebelle
rebound	rebondir
rebuke	repousser
recall	retenir
receipt	quittance
receive	accepter
recent	frais
recently	récemment
reception‐room	réception
receptionist	receptionniste
reception room	réception
recess	alcôve
recipe	recette
recipient	destinataire
reciprocal	réciproque
reciprocally	se
recite	réciter
reclaim	acquérir péniblement
recline	être couché
recognize	croire
recollect	retenir
recollection	mémoire
recommend	recommander
recommendable	recommandable
recommendation	liste
recommend oneself	se recommander
record‐player	phonographe
record	disque
recover	recouvrer
recovery	salut
recreation	transformation
recruit	recruter
red	rouge
reduce	abaisser
reduce the price	répondre
red currant	groseille
red of dawn	aurore
reed	roseau
reef	écueil
reek	embaumer
refashioning	transformation
referee	arbitre
refine	raffiner
refined	délicat
reflect	réfléchir
reflection	reflet
reflect on	réfléchir
reform	reformer
refresh	rafraîchir
refrigerator	réfrigérateur
refuge	refuge
refugee	réfugié
refuse	refuser
refute	rejeter
regain	rattraper
regal	royal
regard	estime
regeneration	transformation
regiment	régiment
region	contrée
regional	local
register	enregistrer
registered	recommandé
registered letter	lettre recommandée
registered share	action nominative
regret	regretter
regrettably	malheureusement
regular	régulier
regularly	beaucoup
regulate	régler
regulation	règle
regulations	réglement
reign	commandement
reign of terror	terreur
reject	rejeter
rejoice	être joyeux
relate	conter
related by marriage	par alliance
relation	abord
relations	proches
relative	parente
relatively	relativement
relatives	proches
relax	se relâcher
release	dégager
relevance	à‐propos
reliable	sûr
religion	religion
religious	religieux
relinquish	abandonner
relinquishment	abandon
relish	se délecter
remain	rester en arrière
remainder	débris
remaining	autre
remark	remarque
remarkable	remarquable
remedy	guérir
remember	retenir
remiss	négligent
remissness	négligence
remit	abroger
remote	loin
removal	déménagement
remove	ôter
rendezvous	rencontre
renew	reconduire
rennet‐stomach	caillette
renounce	abjurer
renown	distinction
rent	loyer
renter	locataire
rent money	loyer
renunciation	abandon
repair	réformer
repay	rembourser
repeat	redire
repeatedly	plusieurs fois
repellent	affreux
repelling	affreux
repent	se repentir
repent of	regretter
replace	mettre en place de
replete	rassasié
reply	correspondre à
report	apprendre à
repose	se reposer
represent	représenter
representation	figure
representative	député
reproach	gronder
reprove	gronder
republic	république
repulse	rejeter
repulsive	affreux
reputation	réputation
repute	réputation
request	demander
require	avoir besoin de
rescue	sauver
research	recherche
resemble	rejoindre
resent	s'indigner de
resentment	rancune
reserve	commander
reservoir	bol
residence	domicile
resign	abdiquer
resign oneself	se résigner
resin	résine
resist	résister
resistance	résistance
resolution	motion
resonance‐box	boite à echo
resound	résonner
resources	moyen
respect	respecter
respective	respectif
respiration	haleine
resplendant	magnifique
respond	correspondre à
responsibility	concordance
responsible	correspondant
rest	débris
restaurant	restaurant
resting‐place	maison de repos
restrain	réprimer
restraints	bride
restrict	limiter
rest of	autre
result	provenir
resume	recommencer
resumé	abrégé
retain	réprimer
retention	garde
retire	se retirer
retired person	retraité
retirement	pension
retreat	décéder
retrenchment	abaissement
return	rente
reveal	publier
revenge	revanche
reverse	inverse
reversed	inverse
review	compte‐rendu
revise	réviser
revolt	se révolter
revolution	révolution
revolver	revolver
revue	revue
reward	récompenser
rezignation	abandon
rheumatism	rhumatisme
rhino	rhinocéros
rhinoceros	rhinocéros
rhododendron	rhododendron
rhombus	barbue
rhyme	rime
rhythm	rythme
rhythmic	rythmé
ribbon	ruban
rice	riz
rich	riche
rickety	caduc
rid	débarrasser
riddle	énigme
ride	chevaucher
ridiculous	ridicule
rifle	fusil
right‐angle	droit
right	droit
righteous	juste
righthand	droit
right away	aussitôt
right now	aussitôt
rigid	raide
rigour	austérité
rigourous	rigoureux
rill	ruisselet
rim	bord
ring	anneau
ring the bell	sonner
rinse	rincer
riot	bagarre
rip	déchirer
ripe	fait
ripen	mûrir
rise	surgir
risk	aventurer
risky	périlleux
rite	rite
rival	concourir
river	fleuve
rivet	rivet
rivulet	ruisselet
road	chemin
roam	voyager au loin
roar	gronder
roast	griller
roasted	grillé
rob	piller
robber	ravisseur
robe	robe
robes of office	ornement
robot	robot
robust	robuste
rock‐crystal	quartz
rock	balancer
rocket	fusée
rod	barre
roe	chevreuil
rogue	canaille
role	rôle
roll	petit pain
roller‐blind	store
roller	cylindre
roll up	enrouler
romantic	romantique
roof	toit
room	espace
rooster	coq
root	racine
rope	corde
rose	rose
rostrum	tribune
rot	pourrir
rotten	mauvais
rough	brut
round	reprise
roundabout	alentour
round off	arrondir
rouse	exciter
route	chemin
routine	routine
row	ramer
royal	royal
royalty	règne
rub	frotter
rubber	caoutchouc
rubbish	absurdité
rubble	abattis
rubidium	rubidium
rudder	gouvernail
rude	impoli
rudiments	abc
ruffian	Apache
ruin	abaisser
rule	commandement
ruler	dominateur
rules	réglement
rum	rhum
rumor	réputation
rumour	réputation
rump	derrière
run	fonctionner
rung	marche
running track	piste
run across	atteindre
run away	fuir
run down	abaisser
rural	rural
rush	se dépêcher
rust	rouille
rustle	sussurer
rye	seigle
régime	régime
rôle	rôle
sack	licencier
sacred	sacré
sad	affligé
saddle	selle
sadness	affliction
safe	à l'abri
safety	sécurité
sagacious	intelligent
sage	sauge
sail	voile
sailor	marin
salad	salade
salami	salami
salary	appointements
sale	abattement
salesman	marchand
sales activity	marché
saliva	bave
salivate	baver
sallow	pâle
salmon	saumon
salon	salon
salt	saler
salute	accueillir
salvage	salut
salvation	salut
same	identique
sample	spécimen
sanction	sanction
sand	arène
sandal	sandale
sandwich	sandwich
sap‐wood	aubier
sap	jus
sardine	sardine
satellite	satellite
satisfactory	satisfaisant
satisfied	content
satisfy	contenter
saturate	saturer
sauce	sauce
saucepan	casserole
saucer	soucoupe
sausage	andouille
savage	sauvage
save	préserver
saw	scier
saxophone	saxophone
say	dire
say goodbye	faire ses adieux
say goodbye to	faire ses adieux
say yes	affirmer
scald	échauder
scale	échelle
scandal	agacement
scanty	insuffisant
scar	balafre
scarce	insuffisant
scarcely	à peine
scatter	disperser
scene	scène
scenery	paysage
scent	odeur
scheme	projet
scholar	savant
school	école
school desk	pupitre
science	science
scientist	homme de science
scissors	ciseaux
scold	admonester
score	adapter
scorpion	scorpion
scoundrel	canaille
scourge	fléau
scout	reconnaissance
scrap	chiffon
scrape	effacer en grattant
scratch	gratter
scream	clameur
screw	baiser
screwdriver	tournevis
screw up	gâcher
script	scénario
scuba	scaphandre autonome
scuffle	bataille
scythe	faux
sea‐	marin
sea‐anemone	actinie
sea‐dog	phoque
sea	marin
seagull	mouette
seal	phoque
seam	joint
search	recherche
seasickness	mal de mer
seaside	bord
season	saison
seat	siège
seaweed	algue
seclude	isoler
second	deuxième
secondary	accessoire
second cousin	arrière‐cousine
secret	arcane
secretary	secrétaire
sect	secte
section	domaine
sector	secteur
secure	attacher
security	sécurité
seduce	détourner
see	rencontrer
seed	graine
seek	chercher
seem	paraître
seemingly	apparemment
seemly	convenable
see again	revoir
seize	agripper
seized with emotion	ému
seizure	apoplexie
seldom	rarement
self‐assurance	aplomb
self‐sufficiency	autarcie
self‐taught man	autodidacte
self	même
selfless	affectueux
sell	vendre
send	adresser
sender	envoyeur
send off	expédier
sensation	sentiment
sense	sens
sensible	prudent
sensitive	sensible
sentence	phrase
sentiment	sentiment
sentry	sentinelle
separate	particulier
separately	particulièrement
separation	abandon
septic	septique
serene	serein
serfdom	servage
sergeant	sergent
series	série
serious	considérable
sermon	sermon
serpent	serpent
servant	domestique
serve	être de service
service	office religieux
servitude	servage
session	session
set	appareil
settle	se résoudre à
settlement	colonie
set a trap	comploter
set a trap for	comploter
set in	aborder
seven	sept
seventeen	dix‐sept
seventy	soixante‐dix
several	plusieurs
several times	parfois
severe	austère
severity	austérité
sew	coudre
sewer	cloaque
sex	sexe
sexual love	amour charnel
sexual pleasure	volupté
shack	baraque
shackle	chaîne
shade	nuance
shadow	ombre
shaft	puits de mine
shaggy	velu
shah	schah
shake	secouer
shallow	superficiel
shallowly	rapidement
shame	pouah
shanty	baraque
shape	former
share‐capital	portefeuille d'actions
share	action
shareholder	actionnaire
share to bearer	action au porteur
shark	requin
sharp‐edged	anguleux
sharp‐toned	perçant
sharp	coupant
sharpen	affiler
sharpness	acuité
shatter	briser
shave	raser
shawl	châle
she‐ass	ânesse
she‐bear	ourse
she‐goat	chèvre
she‐wolf	louve
she	elle
sheaf	gerbe
shear	couper avec des ciseaux
shed	abri
sheep	mouton
sheet	feuille
sheet metal	fer‐blanc
shelf	étagère
shell	conque
shelter	abri
shepherd	pasteur
sheriff	shérif
shield	enseigne
shine	briller
ship	expédier
shipping share	action de compagnie maritime
shipwreck	naufrage
shirt	chemise
shiver	trembler
shock	secouer
shoe‐lace	lacet
shoe	chaussure
shoemaker	cordonnier
shoo	amener à
shoot	tirer
shoot dead	fusiller
shop	boutique
shore	bord
short‐sighted	myope
short	court
shortage	défaut
shortcoming	défaut
shorten	abréger
shortness of breath	asthme
shorts	culotte
short pants	culotte
short story	nouvelle
should	devoir
shoulder	accotement
shoulderblade	omoplate
shout	crier
shove	faire glisser
shovel	pelleter
show	manifester
showcase	vitrine
shower	douche
show window	vitrine
shrewd	avisé
shrill	perçant
shrink	se racornir
shrivel up	se racornir
shrub	arbrisseau
shrug	hausser les épaules
shuffle	mélanger
shut	fermer
shut up	serrer
shy	timide
sick	malade
sickle	serpe
side‐issue	accessoire
side	auxiliaire
sideboard	armoire
sideral	astral
sidewalk	trottoir
siege	siège
sift	tamiser
sight	air
sightless person	aveugle
sightseeing trip	excursion
sign‐board	enseigne
sign	augure
signal	signaler
signature	signature
signify	signifier
silence	repos
silent	silencieux
silhouette	silhouette
silk‐	soyeux
silk	soyeux
silken	soyeux
sill	seuil
silver	argent
similar	pareil
simple	pur
sin	commetre yne faute
since	à partir de
sincere	sincère
sincerity	sincérité
sing	chanter
singer	chanteuse
single	célibataire
sink	forer
sip	absorber
sir	monsieur
sister	sœur
sit	couver
sitting‐room	salon
situation	situation
sit down	asseoir
sit down to table	s'attabler
six	six
sixteen	seize
sixtieth	soixantième
sixty	soixante
sizable	considérable
size	ampleur
skate	patin
skeleton	squelette
skeptical	sceptique
sketch	esquisser
ski	ski
skilfulness	adresse
skill	adresse
skillful	adroit
skillfulness	adresse
skimpy	maigre
skin	fourrure
skinny	maigre
skirt	jupe
skull	crâne
sky	ciel
skyjacker	pirate de l'air
skylight	lucarne
sky blue	azur
slab	plaque
slander	calomnier
slanting	oblique
slaughter	abattre
slaughterhouse	abattoir
slave	esclave
slay	abattre
sleep	dormir
sleeping‐accommodation	dortoir
sleeping‐place	dortoir
sleeve	manche
slender	mince
slice	balafre
slip	glisser
slipper	pantoufle
slippery	glissant
slippery as an eel	glissant comme une anguille
slope	côte
slot	cannelure
slow	lent
slowly	lentement
slug	limace
sluice	écluse
slut	roulure
sly	artificieux
sly joke	blague
smack	faire du bruit avec les lèvres
small	petit
small bench	banquette
small letter	minuscule
small room	cabinet noir
smart	artificieux
smash	briser
smear	enduire
smell	flairer
smile	sourire
smith	forgeron
smock	blouse longue
smoke	fumer
smooth	plat
snail	escargot
snake	serpent
snappy	perçant
snare	piège
sneer	ricaner
sneeze	éternuer
snifter	apéritif
snore	ronfler
snorter	apéritif
snow	neiger
snowdrop	perce‐neige
snowflake	flocon de neige
so	afin de pour
soak	tremper
soap	savon
sober	sobre
soccer	foot
soccer ball	ballon
social	social
socialism	socialisme
society	club
sock	chaussette
sodium	sodium
sofa	canapé
soft	doux
soften up	forcer
soil	sol
soiled	sale
solair	ensoleillé
solder	braser
soldier	soldat
sole	pur
solemn	solennel
solicitor	avocat
solid	solide
solidarity	solidarité
solitary	pur
solution	réponse d'un problème
solve	résoudre
somber	maussade
some	une certaine quantité
somebody	un
somehow	de façon ou d'autre
someone	un
someone's	de quelqu'un
something	quelque chose
sometime	jadis
sometimes	parfois
somewhat	une certaine quantité
somewhere	quelque part
some kind of	quelconque
some one	un
son‐in‐law	beau‐fils
son	fils
sonorous	sonore
sonourous	sonore
sons and daughters	enfants
soon	bientôt
soot	suie
soothe	abattre
sorcerer	sorcier
sorcery	charme
sore	ulcère
sorrel	bai
sorrow	abattement
sort	acabit
soul	âme
sound	sonner
sound the alarm	alarmer
soup	potage
sour	acerbe
source	fontaine
south	austral
southern	austral
souvenir	souvenir
sovereign	souverain
sow	coche
so long	au revoir
so so	commeci
so that	afin de pour
so to speak	pour ainsi dire
space	espace
spaceman	astronaute
spacious	ample
spade	creuser
spades	piqûre
spanner	clef
spare	être indulgent
spare time	congé
spark	étincelle
spark plug	bougie
sparrow	moineau
speak	parler
speaker's platform	tribune
special	particulier
speciality	domaine
specially	particulièrement
species	espèce
specimen	spécimen
spectacle	spectacle
spectacles	lunettes
spectator	spectateur
speech	discours
speechless	muet
speed	hâte
speedwell	véronique
speedy	prochain
speed up	accélerer
spend	dépenser
spend the night	passer la nuit
sperm	semence
sphere	sphère
spice	assaisonner
spider	araignée
spiked	pointu
spin	filler la laine
spinach	épinard
spine	colonne vertébrale
spinster	célibataire
spiral	spirale
spirit	esprit
spit	cracher
splash	barboter
splender	pompe
splinter	écharde
split	fendre
spoil	abîmer
sponge	éponge
sponger	parasite
spontaneous	spontané
spool	bobine
spoon	cuiller
sport	sport
spot	déstination
spray gun	pistolet
spread	étendre
spread out	déployer
spring	émaner
springtime	printemps
sprinkle	joncher
spruce‐fir	épicéa
spruce	épicéa
spur	inciter
spurt	jaillir
spurt out	jaillir
spur on	inciter
spy	espion
spy on	épier
squad	compagnie
square	droit
square decametre	are
squash	potiron
squat	être accroupi
squeeze	appuyer en écrasant
squint	loucher
squire	chaperonner
squirrel	écureuil
squirt	projeter un liquide
stab	piquer
stable	ferme
stack	accumuler
stadium	étape
stage	tenue
stagnate	stagner
staid	sérieux
stain	salir
stair	marche
staircase	escalier
stairs	escalier
stake	pieu
stale	rassis
stalk	chaume
stall	écurie
stallion	cheval entier
stammer	bafouiller
stamp	timbre
stamped	affranchi
stanchion	pieu
stand	échoppe
standard	drapeau
standing on end	ébouriffé
standing together	solidaire
stand up	surgir
stand up to	affronter
staple	parenthèse
star‐	astral
star	astral
start	activer
starting point	point de contact
start off	démarrer
start out	partir
state	affirmer
statement	déclaration
statement of policy	programme
station	gare
statue	statue
stature	stature
statute	statut
stay	séjour
stay on	rester en arrière
stay over	rester
steak	bifteck
steal	d'acier
steam	vapeur
steel	acier
steep	abrupt
steer	diriger
steering‐wheel	gouvernail
steering	direction
stem	tige
stencil	modèle
step	faire les cent pas
steppe	steppe
step out	presser le pas
sterness	austérité
stevedore	arrimeur
stew	ragoût
stewardess	hôtesse de l'air
stewardship	économat
stick	s'agglutiner
stick to the pan	attacher
stiff	raide
stiffling	étouffant
still	encore
stimulate	agacer
stimulus	incitation
sting	piquer
stinginess	avarice
stingray	raie
stingy	avare
stipulation	condition
stir	affecter
stir up	agiter
stitch	coudre
stock	stock
stocking	bas
stodgy	maussade
stoke	chauffer
stomach	estomac
stone	pierre
stool	banquette
stoop	pencher
stop	halte
stopper	bouchon
stop up	boucher
storage battery	accu
storage room	réserve
store‐cupboard	buffet
store	boutique
storey	étage
stork	cigogne
storm	donner l'assaut
storming	assaut
story	étage
stove	cuisinière
stow	serrer
straight	direct
straightforward	pur
straight past	au‐delà de
straigh ahead	debout
strait	détroit
strange	étranger
stranger	inconnu
strap	courroie
strategy	stratégie
straw	paille
strawberry	fraise
strawberry tree	arbousier
streak	raie
stream	courant
strech	bander
strech out	étendre
street	rue
streetcar	tramway
strength	force
stress‐mark	accent
stress	accentuer
strew	joncher
strict	austère
stride	faire les cent pas
strike	battre
strike off	débattre
strike out	barrer
string	défiler
stringent	rigoureux
strip	bande
stripe	bande
strive for	se démener
stroke	apoplexie
stroke of apoplexy	apoplexie
stroll	promenade
stroller	promeneur
strong	fort
strongly	fortement
strontium	strontium
strop	cuir à rasoir
structure	structure
struggle	se débattre
stubborn	obstiné
student	étudiant
studio	atelier
study	étude
stuff	affaires
stumble	achopper
stupid	bébête
stupidly	stupidement
sturdy	robuste
sturgeon	esturgeon
stutter	bafouiller
sty	écurie
style	style
subdue	soumettre
subject	sujet
subjugate	soumettre
submit	soumettre
subordinate	inférieur
subscribe	s'abonner
subscriber	abonné
subscribe to	s'abonner
subscription	abonnement
subsequently	après
subsidiary subject	sujet secondaire
subsidy	subvention
substance	substance
substitute	mettre en place de
subterfuge	artifice
subtle	fin
subtract	retrancher
subtraction	soustraction
subversion	abattage
subvert	saper
subway	métro
succeed	abouter
success	prospérité
successor	descendant
such	autant
such a	comme
such as	comme
suck	sucer
suckle	allaiter
sudden	soudain
suddenly	soudainement
suffer	endurer
suffice	suffire
sufficient	suffisant
sufficiently	assez
suffix	suffixe
suffocate	étouffer
sugar	sucre
sugary	doucereux
suggest	désigner
suit	convenir
suitable	convenable
suitcase	valise
suite	clique
sulphur	soufre
sultry	étouffant
sum	montant
summarize	abréger
summary	abrégé
summer	été
summit	bout
summon	appeler
sun‐	ensoleillé
sun	ensoleillé
sunbeam	rayon de soleil
superb	grandiose
superficial	superficiel
superior	dominant
superscription	inscription
supersign	accent
superstition	superstition
supervise	surveiller
supper	dîner
supply	fournir
support	accoter
supporter	adhérent
supporters	adhérents
suppose	supposer
supposing that	supposé que
supposition	hypothèse
suppress	réprimer
sure	assuré
surely	d'abord
surface	comble
surgeon	chirurgien
surgery	chirurgie
surgical operation	opération
surly	maussade
surmise	conjecturer
surpass	dépasser
surprise	surprendre
surrender	abandon
surround	entourer
surroundings	abords
susceptibility	recevabilité
suspect	se méfier
suspenders	bretelles
suspicion	méfiance
suspicious	méfiant
sustain	accoter
sustained	continuel
swallow	avaler
swamp	marais
swan	cygne
swap	échanger
swarm	fourmiller
swear	blasphémer
swear off	abjurer
sweat	transpirer
sweep	balayer
sweet	doux
swell	gonfler
swift	prompt
swiftly	rapidement
swim	nager
swimming‐bath	piscine
swimming‐pool	piscine
swimming trunks	slip de bain
swindle	frauder
swine	cochon
swing	balancer
swirl	tourbilloner
swish	sussurer
switch	badine
swoon	s'évanouir
swotch on	activer
sycamore	érable
symbol	symbole
sympathetic	sympa
sympathy	sympathie
