ADN	DNA
natation	yüzme
nation	millet
national	millî
nationalisme	milliyetçilik
nature	doğa
nature morte	natürmort
naturel	doğasal
naturellement	açık
nautile	notilus
navet	şalgam
navire	gemi
nazisme	nasyonal sosyalizm
naître	doğmak
naïf	bön
nectarine	nektarin
neige	kar
neiger	kar yağmak
neigeux	karlı
nekuia	nekuia
neptunium	neptünyum
nerf	asap
nestorianisme	nasturilik
nette rousse	macar ördeği
nettoyage de printemps	bahar temizliğli
nettoyage ethnique	etnik temizlik
nettoyer	temizlemek
neuf	dokuz
neuf	yeni
neuf	dokuz
neuro-anatomie	nöroanatomi
neurologie	nöroloji
neurone	nöron
neuropathie	nöropati
neuropeptide	nöropeptit
neutralité	tarafsızlık
neutrino	nötrino
neutron	nötron
neveu	yeğen
newton	newton
nez	burun
ni	ne
ni plus ni moins	ne fazla ne eksik
nichan	nişan
nickel	nikel
nicotine	nikotin
nid	yuva
nigelle de Damas	Şam çörek otu
nihilisme	nihilizm
niobium	niyobyum
nitrate	nitrat
nitrate de potassium	potasyum nitrat
niverolle alpine	kar serçesi
nièce	yeğen
nobélium	nobelyum
noethérien	Noetherian
nogaï	Nogayca
noir	siyah
noircir	karartmak
noire	dörtlük nota
noisette	fındık
noix	ceviz
noix de coco	Hindistan cevizi
nom	isim
nom de baptême	vaftiz adı
nom de famille	soyadı
nom propre	özel ad
nombre	sayı
nombre complexe	karmaşık sayı
nombre composé	bileşik sayı
nombre d’or	altın oran
nombre premier	asal sayı
nombre rationnel	rasyonel sayı
nombre réel	reel sayılar
nombreux	birçok
nombril	göbek
nominatif	yalın durum
non	değil mi
nord	kuzey
nord-est	kuzeydoğu
nord-est-quart-est	poyraz kerte gündoğusu
nord-est-quart-nord	poyraz kerte yıldız
nord-nord-est	kuzey-kuzey-doğu
nord-nord-ouest	kuzey-kuzey-batı
nord-ouest	karayel
nord-ouest-quart-nord	karayel kerte yıldız
nord-ouest-quart-ouest	karayel keret günbatısı
nord-quart-nord-est	yıldız kerte poyraz
nord-quart-nord-ouest	yıldız kerte karayel
normal	normal
norvégien	Norveçli
norvégien	Norveççe
nostalgie	hasret
nouer	bağlamak
nouille	şehriye
nounou	dadı
nourrir	beslemek
nourriture	besin
nous	biz
nouveau	yeni
nouvelle	haber
novembre	kasım
novice	acemi
novice	papaz çömezi
noyau	çekirdek
noyau atomique	atom çekirdeği
nu	çiplak
nuage	bulut
nuageux	bulutlu
nudité	çıplaklık
nuit	gece
nul et non avenu	hiç olmamış gibi
numbat	keseli karıncayiyen
numérique	sayısal
numéro	sayı
numéro atomique	atom numarası
nuque	ense
nèfle	muşmula
nègre	zenci
néanmoins	bununla birlikte
nécessaire	gerekli
nécrose	nekroz
néerlandais	Hollandalı
néerlandais	Hollandaca
négatif	olumsuz
nénufar	nilüfer
néodyme	neodim
néologisme	yenici deyim
néon	neon
néoplasme	neoplazma
néphrologie	nefroloji
névrose	nevroz
nœud	boğum
nœud de chaise	izbarço bağı
nœud de huit	kropi bağı
nœud de plein poing	dirsekte adi düğüm
nœud d’écoute	sancak bağı
nœud papillon	papyon
nœud plat	camadan düğümü
n’avoir cure	hiç umursamamak
n’avoir de cesse	yorulmaksizin usanmadan
n’avoir ni queue ni tête	hiçbir anlamı olmamak
n’en plus pouvoir	dayanamamak
oasis	vaha
objet	nesne
obnubilation	zihin bulanikligi
observation	gözlem
observatoire	gözlemevi
obstiner	inat etmek
obstétrique	doğum
obtenir	elde etmek
obtus	yassi
obéir	itaat etmek
obélisque	dikilitaş
obésité	obezite
occasion	vesile
occident	batı
occitan	Oksitanca
occupé	meşgul
octant	oktant
octet	bayt
octobre	ekim
octogone	sekizgen
ocytocine	oksitosin
océan	okyanus
océan Arctique	Arktik Okyanusu
océan Austral	Antarktika Okyanusu
océan Indien	Hint Okyanusu
océan Pacifique	Büyük Okyanus
océanide	okeanidler
océanographie	okyanus bilimi
oda bachi	odabaşı
odalisque	odalık
odeur	koku
offenser	acıtmak
officier	memur
offre	teklif
offrir	bağışlamak
oh	ah
ohm	ohm
ohmmètre	direnç ölçer
oie	kaz
oie cendrée	boz kaz
oie des moissons	tarla kazı
oie des neiges	kar kazı
oie rieuse	sakarca kazı
oie à bec court	küçük tarla kazı
oignon	soğan
oiseau	kuş
oiseau de mer	deniz kuşu
oisiveté	işsizlik
okapi	okapi
olive	zeytin
olivette	zeytinlik
olivier	zeytin ağacı
ombre	gölge
omelette	omlet
omoplate	kürek kemiği
oméprazole	omeprazol
on ne fait pas d’omelette sans casser des œufs	yumurta kırmadan omlet yapılmaz
once	ons
oncle	dayı
oncologie	onkoloji
onde	dalga
onde sismique	sismik dalga
ongle	tırnak
ontologie	ontoloji
onze	onbir
opale	opal
opinion	düşünce
opium	afyon
oponce	kaynanadili
opossum commun	bayağı opossum
opossum de Virginie	kuzey keseli sıçanı
opossum à grosse queue	kalın kuyruklu opossum
opportuniste	firsatci
opposition	muhalefet
oppression	basınç
opter	seçmek
optimisation	eniyileme
opéra	opera
opération	operasyon
opérer	etmek
oque	okka
or	yaldızlı
or	altın
orage	fırtına
oral	sözlü
orang-outan	orangutan
orange	turuncu
orange	portakal
orange	turuncu
oranger	portakal
orchestre	orkestra
orchidée	orkide
ordinaire	sıradan
ordinateur	bilgisayar
ordonner	emretmek
ordre	düzen
ordure	çöp
oreille	kulak
oreille externe	dış kulak
oreille interne	iç kulak
oreille moyenne	orta kulak
oreiller	yastık
oreillons	kabakulak
organe	organ
organisation	organizasyon
organisation non gouvernementale	sivil toplum kuruluşu
organisme	canlı
orgasme	orgazm
orge	arpa
orgelet	arpacık
orgue	org
oriel	cumba
orientation sexuelle	cinsel yönelim
origine	asıl
orignal	sığın
orisha	orisa
orme	karaağaç
ornithologie	ornitoloji
ornithophile	kuş sever
ornithorynque	gagalı memeli
orphelin	yetim
orphelinat	yetimhane
orpin âcre	acı damkoruğu
orteil	ayak parmağı
orthographe	yazım
orvet des Balkans	oluklu kertenkele
os	kemik
oscilloscope	osiloskop
osmium	osmiyum
otage	rehine
ottoman	Osmanlı
ou	veya
ouatier	kapok
oublier	unutmak
oublieux	unutkan
ouest	batı
ouest-nord-ouest	batı-kuzey-batı
ouest-quart-nord-ouest	günbatısı kerte karayel
ouest-quart-sud-ouest	günbatısı kerte lodos
ouest-sud-ouest	batı-güney-batı
oui	evet
ouragan	kasırga
ourdou	Urduca
ours	ayı
ourébi	oribi
ouste	uşt
outarde barbue	toy
outil	alet
outre	çaprazvari
ouvert	açık
ouvertement	açıkça
ouvrage	iş
ouvrier	amele
ouvrir	açmak
ouïe	duyma
ovulation	ovülasyon
oxydation	oksitlenme
oxygène	oksijen
ozone	ozon
où	nerede
p-adique	p-sel
pacha	paşa
pachalik	paşalık
pacte	anlaşma
paganisme	paganizm
page	sayfa
pagode	pagoda
paille	hasırdan yapılmış
pain	ekmek
paire	çift
paisible	asude
paix	barış
palais	saray
paletot	palto
palikare	palikarya
palindrome	palindrom
palladium	palladyum
palmier	palmiye
palourde	hayvan
palynologie	palinoloji
paléographie	paleografi
paléontologie	paleontoloji
pamplemousse	greyfurt
pancréas	pankreas
pancytopénie	pansitopeni
panda	panda
pandéisme	pandeizm
panier	sepet
panique	panik
panneau de signalisation	trafik işaretleri
panoplie	tam teçzihat
pantalon	pantolon
panthère	panter
panthéisme	panteizm
pantopode	deniz örümcekleri
pantoprazole	pantoprazol
pantoufle	terlik
panure à moustaches	bıyıklı baştankara
paon	tavus
papa	baba
papaye	papaya
pape	papa
papier	kâğıt
papier d’aluminium	alüminyum folyo
papier peint	duvar kâğıdı
papillon	kelebek
paquet	paket
par exemple	örneğin
par hasard	kazara
parabole	parabol
parachute	paraşüt
paradigme	paradigma
paradis	cennet
paradis fiscal	vergi cenneti
paradoxe	paradoks
parallélépipède	dikdörtgen prizma
paramètre	parametre
paranormal	paranormal
paraphilie	parafili
parapluie	şemsiye
parapsychologie	parapsikoloji
parc	park
parce que	çünkü
parchemin	parşömen
pardonner	affetmek
pareil	benzer
parent	akraba
parenthèse	parantez
paresse	tembellik
paresseux	tembel
paresseux	tembel hayvan
parfait	mutlak
parfum	parfüm
parking	park yeri
parlement	parlamento
parler	konuşmak
parodie	parodi
paroi	duvar
parole	söz
parrain	mafya babası
partager	bölmek
partenariat	ortaklık
parti politique	siyasî parti
participant	katılan
participe	ortaç
particule	parçacık
particulièrement	ayrı
partie par million	ppm
partir	bırakmak
partout	her yerde
pas	değil
pas	adım
passager	yolcu
passeport	pasaport
passerelle	köprü
passion	aşk
passé	geçmiş
passé	geçmiş
pasterma	pastırma
pastiche	pastiş
pastèque	karpuz
patate douce	tatlı patates
patelle bleue	çin şapkası
pathologie	patoloji
pathologiste	patoloji uzmanı
patience	sabır
patient	sabırlı
patienter	sabretmek
patin à roulettes	paten
patriarche	patrik
patte	ayak
paturon	bukağılık
paume	avuç
paupière	göz kapağı
pause	ara
pauvre	fakir
pauvreté	fakirlik
pavot	gelincik
pavé tactile	dokunut
payer	ödemek
pays	belde
pays développé	gelişmiş ülke
paysage	manzara
paysan	köylü
païen	pagan
peau	cilt
peigne	tarak
peigner	taramak
peindre	boyamak
peine	acı
peintre	ressam
peinture	boya
pelle	kürek
pellicule	kepek
pelote	top
penalty	ceza
pencher	abanmak
pendre	asılmak
pendule	saat
pendule	sarkaç
penny	peni
penser	düsünmek
pensée	düşünce
pentagone	beşgen
pentagramme	pentagram
penthotal	pentotal
perce-neige	kardelen
perceptibilité	duyulurluk
percevoir	algılamak
perche	levrek
perdicule	çalı bıldırcını
perdre	kaybetmek
perdrix	keklik
perdrix choukar	kınalı keklik
perfide	kalleş
perforatrice	delgeç
perle	boncuk
permettre	izin vermek
permission	izin
perroquet	papağan
perroquet de Rüppell	Rüppel papağanı
perroquet jaco	jako
perruche alexandre	İskender papağanı
perruche ondulée	muhabbetkuşu
perruche à collier	yeşil papağan
perruque	peruk
persan	Farsça
perse	Farsça
persil	maydanoz
personnage	kişi
personne	kişi
personnel	kişisel
personnel	personel
perte	kayıp
pesanteur	ağırlık
pessimisme	kötümserlik
pessimiste	karamsar
pessimiste	kötümser
peste	veba
pet	osuruk
petit	küçük
petit	yavru
petit chevalier à pattes jaunes	küçük sarıbacak
petit déjeuner	kahvaltı
petit gravelot	halkalı küçük cılıbıt
petit pois	bezelye
petit puffin	küçük yelkovan
petit rorqual	bayağı minke balinası
petit rorqual de l’Antarctique	antarktika minke balinası
petit à petit, l’oiseau fait son nid	damlaya damlaya göl olur
petit-fils	erkek torun
petite amie	sevgili
petite annonce	seri ilan
peu	biraz
peu	az
peu s’en faut	ramak kaldı
peu à peu	azar azar
peuple	halk
peuplier	kavak
peuplier blanc	ak kavak
peur	korku
peureux	korkak
peut-être	belki
phalarope à bec étroit	deniz düdükçünü
pharaon	firavun
phare	far
pharmacie	eczane
pharmacologie	farmakoloji
pharmacologique	farmakolojik
pharynx	yutak
philologie	filoloji
philosophe	filozof
philosophie	felsefe
philosophique	filozofik
phobie	fobi
phonographe	gramofon
phoque	fok
phoque annelé	halkalı fok
phoque barbu	sakallı fok
phosphore	fosfor
phosphore blanc	beyaz fosfor
photographe	fotoğrafçı
photographie	fotoğraf
photographier	fotoğraf çekmek
photomontage	fotomontaj
photon	foton
phrase	cümle
phycologie	algoloji
phyllanthe de Galinier	habeş kedi kuşu
physicien	fizikçi
physiologie	fizyoloji
physique	fizik
phytoplancton	fitoplankton
phénomène	fenomen
pi	pi
piano	piyano
pic	ağaçkakan
pic cendré	küçük yeşil ağaçkakan
pic noir	kara ağaçkakan
pic syriaque	alaca ağaçkakan
pic épeiche	göknar ağaçkakanı
pic épeichette	küçük ağaçkakan
pickpocket	yankesici
pictogramme	piktogram
pie	saksağan
pie bavarde	saksağan
pie-grièche à poitrine rose	kara alınlı örümcek kuşu
pie-grièche écorcheur	kızıl sırtlı örümcek kuşu
pied	ayak
pierre	taş
pierre qui roule n’amasse pas mousse	yuvarlanan taş yosun tutmaz
pierre à aiguiser	bileyici
pieux	dindar
pigeon	güvercin
pigeon biset	kaya güvercini
pigeon ramier	tahtalı
pignon	çam fıstığı
pilaf	pilav
pile	pil
pile ou face	yazı tura
pilier	direk
pilote	pilot
pilule	hap
pin	çam
pince à linge	mandal
pince-nez	kelebek gözlü
pingre	cimri
pinson	ispinoz
pinson des arbres	bayağı ispinoz
pinson du Nord	dağ ispinozu
pion	piyon
pipe	pipo
pipit des arbres	ağaç incir kuşu
pipit spioncelle	dağ incir kuşu
pique-nique	piknik
piranha	pirana
pirate	korsan
piscine	yüzme havuzu
pissenlit	kara hindiba
pisser	işemek
pistache	fıstık
pistolet	tabanca
pistolet-mitrailleur	hafif makineli silah
pitaya	ejder meyvesi
piteux	acınası
pitié	acıma
pivoine	ayıgülü
pizza	pizza
pièce	oda
pièce de monnaie	demir para
pièce de théâtre	oyun
piège	tuzak
piéton	yaya
placard	afiş
place	yer
place Rouge	Kızıl Meydan
plafond	tavan
plage	kumsal
plaie	yara
plaindre	acımak
plaine	ova
plainte	şikâyet
plan	plan
planche	tahta
plancher	yer
planeur	planör
planning familial	aile planlaması
plante	taban
planter	ekmek
plantureux	bol
planète	gezegen
planète naine	cüce gezegen
plasma	plazma
plat	düz
plate-bande	tarh
plateau	yayla
platine	platin
plectre	mızrap
plectrophane des neiges	kar kiraz kuşu
plectrophane lapon	lapon çintesi
plein	dolu
plein	dolu
pleine lune	dolunay
pleurer	ağlamak
pleuronecte	yassı balıklar
pleuvoir	yağmak
plexus cœliaque	solar plexus
plexus solaire	solar plexus
plie	pisi balığı
plier	katlamak
plomb	kurşun
plongeon arctique	kara gerdanlı dalgıç
plongeon catmarin	kızıl gerdanlı dalgıç
plonger	dalmak
pluie	yağmur
plume	kalem
pluriel	çoğul
plus	artı
plus	daha
plus	artı
plus petit commun multiple	ortak katların en küçüğü
plutonium	plütonyum
plutôt	daha doğrusu
pluvier argenté	gri yağmur kuşu
pluvier doré	altın yağmurcun
pluvier fauve	küçük altın yağmurcun
pluvier guignard	dağ cılıbıtı
plâtre	alçı
plénipotentiaire	tam yetkili
pneu	lastik
pneumoconiose	pnömokonyoz
poche	cep
pogrom	pogrom
poids	ağırlık
poignard	hançer
poignet	bilek
poil	tüy
poing	yumruk
point	nokta
point G	G-noktası
point barre	noktası çubuk
point de base	baz puan
point de chute	Sığınma yeri
point de fusion	erime noktası
point d’ébullition	kaynama noktası
point final	Son nokta
point triple	üçlü nokta
pointillisme	noktacılık
poire	armut
poireau	pırasa
pois	bezelye
pois chiche	nohut
poison	zehir
poisson	balık
poissonnier	balıkçı
poitrine	göğüs
poivre	biber
poivron	biber
poivrot	bekri
poker	poker
polabe	polapça
poli	perdahlı
police	polis
politesse	incelik
politicien	siyasetçi
politique	politika
politique	siyaset
pollen	çiçek tozu
polo	çevgen
polonais	Lehçe
polonais	Lehçe
polonium	polonyum
polygamie	poligami
polygonate	mührüsüleyman
polygone	çokgen
polymorphisme	çok biçimlilik
polythéisme	politeizm
polémique	polemik
pommade	merhem
pomme	elma
pomme de terre	patates
pommier	elma
pompe	pompa
pompier	ıtfaiye
ponctuation	noktalama
ponctuel	doğru
pont	köprü
pont suspendu	asma köprü
population	nüfus
porc	domuz
porcelaine	porselen
pornographie	pornografi
pornographique	açık saçık
porphyrion	sazhorozu
port	liman
port parallèle	paralel port
portable	cep telefonu
portail	kapı
portance	taşıma kuvveti
porte	kapı
porte-avions	uçak gemisi
porte-clés	anahtarlık
porte-drapeau	bayraktar
porte-queue	kırlangıçkuyruk
portefeuille	cüzdan
portrait	portre
portugais	Portekizli
portugais	Portekizce
poser	etmek
positif	olumlu
position du missionnaire	misyoner pozisyonu
positron	pozitron
possesseur	sahip
possibilité	ihtimal
possible	mümkün
posséder	sahip olmak
poste	mektup
pot-de-vin	rüşvet
potage	çorba
potassium	potasyum
pou	bit
pouce	başparmak
poudre	barut
poudre à canon	barut
pouillot véloce	bayağı çıvgın
poulain	tay
poule	tavuk
poulet	piliç
poulie	palanga
poulpe	ahtapot
pouls	nabız
poumon	akciğer
poupée	bebek
poupée russe	matruşka
pour	için
pour ce qui est de	ilişkin
pour cent	yüzde
pour que	-mesi için
pour toujours	ebediyen
pourboire	bahşiş
pourga	tipi
pourpier	semizotu
pourpre	mor
pourquoi	neden
pourri	çürük
pourriture	çürüme
pousser	itmek
poussin	civciv
poussière	toz
pouvoir	güç
poème	şiir
poète	şair
poésie	şiir
poêle	tava
poêle	soba
prairie	kır
praséodyme	praseodim
premier	birinci
premier ministre	başbakan
première	prömiyer
prendre	tutmak
prendre au collet	yakasına yapışmak
prendre de haut	aldatmak
prendre froid	soğuk almak
prendre note	not almak
presque	neredeyse
pression	basınç
pression atmosphérique	hava basıncı
preuve	ispat
prime time	prime time
primitivisme	primitivizm
prince	prens
prince charmant	yakışıklı prens
princesse	prenses
printemps	ilkbahar
prion	priyon
prion bleu	ak kuyruklu priyon
prion colombe	güvercin priyonu
prion de Belcher	ince gagalı priyon
prion de Forster	büyük priyon
prion de la Désolation	antarktik priyonu
prion à bec épais	kalın gagalı priyon
prison	hapis
privation	açık
privatisation	özelleştirme
privilège	ayrıcalık
privé	özel
prix	fiyat
prix Nobel	Nobel Ödülü
prière	dua
probablement	muhtemelen
problème	problem
proche	yakın
prochile	tembel ayı
procès	dava
prodiguer	israf etmek
producteur	üretici
produire	ürün vermek
produit	alet
professeur	profesör
profession	iş
professionnalisant	ckatfüldam
profond	derin
profondeur	derinlik
profus	bol
profusion	bolluk
progestérone	progesteron
programme	program
programmer	programlamak
projet	proje
projeter	atmak
prolactine	prolaktin
prolongation	uzatma
promesse	söz
promettre	söz vermek
promotion	terfi
pronom	zamir
prononciation	telaffuz
propagande	propaganda
propane	propan
prophète	peygamber
prophétie autoréalisatrice	beklenti etkisi
propofol	propofol
propos	amaç
proposition	öneri
propre	arı
propriétaire	sahip
propriété	mülk
prose	nesir
prospérité	refah
prostitution	fahişelik
protactinium	protaktinyum
protestation	protesto
protester	protesto etmek
prothèse	protez
proto-germanique	proto-Cermence
protocole	protokol
proton	proton
prototype	prototip
protéger	korumak
protéine	protein
proue	pruva
proverbe	atasözü
province	vilayet
proximité	yakınlık
prune	erik
pré	çayır
précaire	istikrarsız
précairement	istikrarsız bir şekilde
précariat	işsiz ve istikrarsız işçilerin sosyal sınıfı
précarisation	istikrarsızlaştırma
précarité	istikrarsızlık
précieux	değerli
précis	tam
préface	ön söz
préfixe	ön ek
préférence	tercih
préjudice	arıza
prénom	ad
préparation	hazırlık
préparer	hazırlamak
préposition	ilgeç
prépuce	sünnet derisi
présence	bulunma
présentable	prezantabl
présenter	takdim etmek
préservatif	prezervatif
président	başkan
prétexte	bahane
prévision	basiret
prêt	alesta
prêter	ödünç vermek
prêter serment	ant içmek
prêtre	papaz
psaume	ilahi
psilocybine	psilocybin
psilure	eğri kuyrukotu
psittacidé	papağangiller
psittacule d’Edwards	Edwards incir papağanı
psychiatre	akıl doktoru
psychiatrique	psikiyatrik
psychologie	psikoloji
psychologie sociale	sosyal psikoloji
psychologue	psikolog
psychopolitique	psikopolitika
psychose	psikoz
psychostasie	Psikostazi
psychothérapeute	psikoterapist
psychothérapie	psikoterapi
ptine australien	Avustralya örümcek böceği
ptéridophore	mavi tuğlu cennetkuşu
ptérosaure	teruzor
puanteur	koku
public	kamusal
public	kamu
publicité	reklam
publier	açıklamak
puce	pire
pucrasie	koklas sülünü
puffin	yelkovankuşu
puffin cul-noir	Kaliforniya yelkovan
puffin de Boyd	yeşilburun küçük yelkovan
puffin de Heinroth	Heinroth yelkovan
puffin de Hutton	Hutton yelkovan
puffin de Macaronésie	küçük yelkovan
puffin de Newell	Newell yelkovan
puffin de Parkinson	kara yelkovan
puffin de Scopoli	boz yelkovan
puffin de Townsend	Townsend yelkovan
puffin de la Nativité	Christmas yelkovan
puffin des Anglais	atlantik yelkovan
puffin des Baléares	Balear yelkovan
puffin des Galapagos	Galapagoz yelkovan
puffin du Cap-Vert	Kap Verd yelkovan
puffin du Westland	büyük kara yelkovan
puffin d’Audubon	tropikal yelkovan
puffin fouquet	kama kuyruklu yelkovan
puffin fuligineux	kül rengi yelkovan
puffin gris	kahverengi yelkovan
puffin leucomèle	ak yüzlü yelkovan
puffin majeur	büyük yelkovan
puffin persique	basra yelkovan
puffin volage	dalgıç yelkovan
puffin yelkouan	yelkovan
puffin à bec grêle	ince gagalı yelkovan
puffin à lunettes	gözlüklü yelkovan
puffin à menton blanc	beyaz gıdılı yelkovan
puffin à pieds pâles	pembe ayaklı yelkovan
puissance	güç
puissant	güçlü
puits	kuyu
pulsion	itki
punaise	tahta kurusu
punition	ceza
pur	temiz
purgatoire	araf
purifier	ayıklamak
putain	orospu
pute	orospu
putschiste	darbeci
puzzle	bilmece
pygargue à queue blanche	ak kuyruklu kartal
pyjama	pijama
pyracantha	ateş dikeni
pyramide	piramit
pyrazolone	pirazolon
pyrite	pirit
pyroxène	piroksen
python	piton
pyxide arachnoïde	örümcek kaplumbağası
pâlir	ağarmak
pâquerette	papatya
pâturage	mera
père	baba
père Noël	Noel Baba
pécheur	günahkâr
pécheur	günahkâr
péché	günah
pédagogie	pedagoji
pédiatrie	pediyatri
pédérastie	oğlancılık
pélican	pelikan
pélican blanc	ak pelikan
pénible	acıklı
pénicilline	penisilin
péninsule	yarımada
péninsule Arabique	Arap Yarımadası
péninsule Ibérique	İber Yarımadası
pénis	sik
pépinière	fidanlık
pépite	külçe
péricarde	perikard
péridot	peridot
périlleux	tehlikeli
périnée	apış arası
péristaphylin	peristafilin
péronisme	Peronizm
pétale	taç yaprak
péter	osurmak
péter les plombs	sigortası atmak
pétition de principe	petitio principii
pétrole	petrol
pétrologie	petroloji
pêche	şeftali
pêcher	balık tutuyormak
pêcheur	balıkçı
pôle	kutup
pôle Nord	Kuzey Kutbu
quai	peron
qualifier	nitelendirmek
qualité	kalite
quand	ne zaman
quand bien même	olsa bile
quantité	miktar
quantité de lumière	işık enerjisi
quarante	kırk
quarante-six	kırk altı
quark	kuark
quart	çeyrek
quartier	mahalle
quartz	kuvars
quartz fumé	dumanlı kuvars
quasar	kuasar
quatorze	on dört
quatre	dört
quatre cent quatre	dörtyüzdört
quatre-vingt-dix	doksan
quatre-vingt-dix-neuf	doksan dokuz
quatre-vingt-quinze	doksan beş
quatre-vingts	seksen
que	ki
quelque chose	bir şey
quelquefois	bazan
question	soru
queue	kuyruk
qui	kim
qui aime bien, châtie bien	insan sevdiğine takılırmış
qui m’aime me suive	beni seven arkamdan gelsin
qui ne dit mot consent	süküt ikrardan gelir (sayılır)
qui se ressemble s’assemble	Hacı hacıyı Mekkede, hoca hocayı tekkede, it iti dakkada bulurmuş
qui sème le vent, récolte la tempête	rüzgar eken fırtına biçer
qui vit par l’épée périra par l’épée	kılıçla yaşayan kılıçla ölür
quille	salma
quinze	on beş
quitter	bırakmak
quoi de neuf	ne var ne yok
quoi qu’il en soit	ne olursa olsun
qu’à cela ne tienne	önemi yok
rabais	iskonto
rabbin	haham
rabi’-oul-aououal	rebiülevvel
rabi’-out-tani	rebiülahir
rabot	rende
rabéprazole	rabeprazol
racine	kök
racisme	ırkçılık
raciste	ırkçı
raconter	anlatmak
radar	radar
radian	radyan
radiateur	radyatör
radiation	radyasyon
radio	radyo
radioactif	radyoaktif
radioastronomie	radyo astronomi
radiotélescope	radyo teleskop
radis	turp
radium	radyum
radjab	recep
radon	radon
raffinerie	rafineri
rage	kuduz
railler	aramak
raisin	üzüm
raisin sec	kuru üzüm
raison	akıl
raisonnable	akıllı
rajeunir	gençleştirmek
rakia	rakı
ralentir	ağırlaşmak
ramasser	toplamak
rangée	sıra
rap	tıklatma
rapanui	Rapanui dili
rapide	hızlı
rapidement	hızlı
rapport	ilişki
rapport sexuel	cinsel ilişki
rare	nadir
rarement	az
rasoir	ustura
rassasier	doyurmak
rassembler	toplamak
rassis	bayat
rat	fare
rat de bibliothèque	kitap kurdu
rate	dalak
ratifier	tasdik etmek
raton laveur	rakun
rauque	boğuk
ravager	bozmak
ravin	kanyon
rayon	ışın
rayonnement de Hawking	Hawking radyasyonu
raïa	reaya
rebelle	asi
recette	yemek tarifi
recevoir	almak
recherche	araştırma
rechercher	araştırmak
reconnaissant	minnettar
reconnaître	tanımak
record	rekor
rectifier	öldürmek
recueillir	toplamak
reculer	teslim etmek
redoutable	azılı
redouter	ödü patlamak
refléter	aksetmek
regarder	bakmak
regretter	acımak
rein	böbrek
reine	kraliçe
reine des animaux	hayvanlar kraliçe
rejeter	reddetmek
relation	bağıntı
relier	bağlamak
religion	din
relégable	mevkii düşmesi riski altında olan
relégation	statü yitimi durumu
reléguer	mevkii düşürmek
remarquable	dikkate değer
remercier	teşekkür etmek
remorqueur	römorkör
remède	tedbir
remémorer	hatırlatmak
renard	tilki
renard du Cap	Gümüş tilki
rencontre	tesadüf
rencontrer	karşılaşmak
rendement	randıman
rendre	iade etmek
rendre hommage	şükretmek
rendre le dernier soupir	son nefesini vermek
renne	ren geyiği
renommée	debdebe
renoncer	vazgeçmek
renseignement	bilgi
renseigner	bildirmek
renvoyer	aksetmek
repas	yemek
reportage	röportaj
reporter	muhabir
repose en paix	huzur içinde yat
reposer	dinlenmek
reprendre	azarlamak
reprocher	azarlamak
reptile	sürüngen
requiabtar	rikabdar
requin	köpek balığı
requête	atılım
respect	saygı
respectueux	saygılı
respirer	nefes almak
resplendir	pırıldamak
resplendissant	pırıldayan
responsabilité	mesuliyet
ressembler	benzemek
ressort	yay
restaurant	lokanta
restauroute	dinlenme tesisi
reste	artık
rester	kalmak
restituer	geri vermek
restitution	eski hâline getirme
retomber	asılmak
revenu	gelir
revolver	revolver
revêche	buruk
revêtir	almak
rhinocéros	gergedan
rhizome	köksap
rhodium	rodyum
rhubarbe	ravent
rhume	nezle
rhyolite	riyolit
rhythm and blues	rhythm and Blues
rhénium	renyum
ribosome	ribozom
riche	zengin
richesse	zenginlik
rideau	perde
rien	hiç
rifampicine	rifampisin
rigolade	alay
rira bien qui rira le dernier	son gülen iyi güler
rire	gülmek
rire	gülmek
rivet	perçin
rivière	nehir
riz	pirinç
robe	elbise
robe de mariée	gelinlik
robinet	musluk
robot	robot
rococo	rokoko
roentgenium	röntgenyum
roi	kral
roi des animaux	hayvanlar kralı
roitelet à triple bandeau	sürmeli çalı kuşu
rollier d’Europe	gökkuzgun
roman	roman
romantisme	romantizm
romarin	biberiye
ronchonner	homurdanmak
rond	yuvarlak
rond-point	alan
ronger	dişlerle ısırmak
rongeur	kemirgen
ronronner	mırlamak
rorqual commun	oluklu balina
rosaire	tespih
rosbeef	rozbif
rosbif	rozbif
rose	pembe
rose	gül
rose	gül
rose trémière	gülhatmi
roselin cramoisi	bayağı çütre
rosette	rozet
rossignol	bülbül
rossignol philomèle	bülbül
rossignol progné	ardıç bülbülü
rosée	çiy
roter	geğirmek
rouar	ravr
roue	tekerlek
rouge	kırmızı
rouge à lèvres	ruj
rouge-gorge	kızılgerdan
rougeole	kızamık
rougequeue noir	kara kızılkuyruk
rougequeue à front blanc	bayağı kızılkuyruk
rouleau compresseur	silindir
roulette russe	Rus ruleti
roumain	Rumen
roumain	Rumence
roumi	Rum
route	yol
rouvre	sapsız meşe
royal	kraliyet
royaume	krallık
ruban de Möbius	Möbius şeridi
rubidium	rubidyum
rubis	yakut
ruche	arı kovanı
rue	sokak
rue d’Alep	büyük sedef otu
ruer	çifte atmak
rugby	ragbi
rugueux	pürtüklü
ruisseau	dere
rune	rün
rural	kırsal
russe	Rusça
russe	Rusça
rusé	açıkgöz
rusé comme un renard	tilki gibi kurnaz
rutherfordium	rutherfordiyum
ruthénium	rutenyum
rutile	rutil
rythme	ritm
râteau	tırmık
règle	cetvel
règne	alem
réacteur nucléaire	nükleer reaktör
réactif	reaktif
réaction	aksitesir
