crazia	κρατία
aggio	αναθέτω
aggiogare	ζυγός
aggiornamento	ανακύκλωση
aggiornare	ενημερώνω
aggiornato	επικαιροποιημένος
aggirare	αορτοστεφανιαία παράκαμψη
aggiudicare	έπαθλο
aggiudicazione	εκδίκαση
aggiungere	προσθέτω
aggiungersi	συνένωση
aggiuntare	ράβω
aggiuntivo	επιπλέον
aggiunto	επιπλέον
aggiustare	επισκευάζω
aggiustato	ακριβής
agglomerare	αναμιγνύω
aggomitolare	ανάσα
aggraffare	αγγειολαβίδα
aggravio	αύξηση
aggraziare	εξωραΐζω
aggraziato	όμορφος
aggregato	ανταλλακτικός
aggressione	επιθετικότητα
aggressività	επιθετικότητα
aggressivo	επιθετικός
aggressore	επιθετικός
aggrinzire	ζάρα
aggrondare	ζάρα
aggroppare	λυγίζω
aggrottare	συνοφρύωση
aggrumare	θρόμβος
aggruppare	συγκρότημα
agguagliare	ίσος
agguantare	δράττομαι
agguerrire	στρέφω
agiatamente	εύκολα
agiatezza	ευημερία
agiato	εύπορος
agile	ευκίνητος
agio	ελεύθερος χρόνος
agiografia	αγιολογία
agire	δρω
agitare	σείω
agitarsi	κρημνός
agitato	διεγερμένος
agitazione	αναβρασμός
aglio	σκόρδο
agnello	αρνί
agnello pasquale	ο αμνός του Θεού
agnizione	αναγνώριση
agnosticismo	αγνωσιαρχία
agnostico	αγνωστικίστρια
ago	βελόνα
agonia	αγωνία
agopuntura	βελονισμός
agostiniana	αυγουστίνειος
agostiniane	αυγουστίνειος
agostiniani	αυγουστίνειος
agostiniano	αυγουστίνειος
agosto	Αύγουστος
agraria	γεωργία
agrario	αγροτικός
agrario	γαιοκτήμονας
agreste	αγροτικός
agricolo	γεωργικός
agricoltore	αγρότης
agricoltura	γεωργία
agriturismo	αγροικία
agrobiologia	αγροβιολογία
agronomia	αγρονομία
agronomo	agros`s nomos
aguglia	ζαργάνα
aguzzare	ακονίζω
ahimè	αλίμονο
airone	ερωδιός
airone bianco maggiore	αργυροτσικνιάς
airone cenerino	σταχτοτσικνιάς
aita	βοηθός
aiuola	παρτέρι
aiutante	βοηθητικός
aiutare	βοηθώ
aiuto	βοήθεια
al buio	αδιέξοδος
ala	φτερό
alabastro	αλάβαστρο
alacre	ζωηρός
alambicco	άμβικας
alanina	αλανίνη
alare	φτερωτός
alare	ρυμουλκό
alba	αρχή
albagia	ακαταδεξιά
albanese	Αλβανικά
albatro	άλμπατρος
albedo	άλβεδό
alberare	ιστός
albergare	αναλογίζομαι
albergo	ξενοδοχείο
albero	κατάρτι
albero di Natale	δένδρο
albicocca	βερύκκοκο
albicocco	βερικοκιά
albinismo	αλφισμός
albino	αλμπίνος
album	άλμπουμ
albume	ασπράδι
albumina	λευκωματίνη
alcali	αλκαλίο
alcalino	αλκαλικός
alcaloide	αλκαλοειδή
alcalosi	οξέωση
alcano	αλκάνιο
alce	άλκη
alchemico	αλχημικός
alchimia	αλχημεία
alchimista	αλχημιστής
alchimistico	αλχημικός
alchimizzare	εξαπατώ
alchino	αλκίνιο
alcol	αλκοόλ
alcolico	αλκοολικός
alcolismo	αλκοολισμός
alcolizzato	αλκοολικός
alcool	οινόπνευμα
alcoolismo	οξεία δηλητηρίαση από αιθανόλη
alcoolista	αλκοολική
alcuni	μερικοί
aldermanno	δημοτικός σύμβουλος
aldilà	μετά θάνατον ζωή
aldolasi	αλδολάση
aldosterone	αλδοστερόνη
alea	διατρέχω τον κίνδυνο
aleatorio	περίσταση
alessitimia	αλεξιθυμία
aletta	πτερύγιο
alettare	πτερύγιο
alettone	πηδάλιο κλίσης
alfabetico	αλφαβητικός
alfabetismo	αλφαβητισμός
alfabeto	αλφάβητο
alfafetoproteina	α-εμβρυϊκή πρωτεΐνη
alfanumerico	αλφαριθμητικός
alfiere	αξιωματικός
alga	φύκη
algebra	άλγεβρα
algebra astratta	αφηρημένη άλγεβρα
algebra lineare	γραμμική άλγεβρα
algido	κατεψυγμένος
algoritmo	αλγόριθμος
aliante	ανεμόπτερο
alibi	άλλοθι
alice	γαύρος
alienare	αποξενώνω
alienazione	μεταποτύπωση
alieno	εξωγήινος
alimentare	τροφή
alimentare	καύσιμο
alimentari	τρόφιμα
alimentarsi	σκοτίζω
alimentazione	βουλή
alimento	τροφή
alinea	alinea
aliquota	κοινοποιώ
aliscafo	υδρολισθητήρας
alitare	παίρνω πίπα
alito	ανάσα
all'antica	αντίκα
all'aperto	υπαίθριος
all'improvviso	ξαφνικά
all'incirca	γύρω
all'insù	πάνω
allacciamento	ζεύξη
allacciare	δένω
allagamento	πλημμυρίζω
allagare	πλημμυρίζω
allantiasi	αλλαντίαση
allantoide	αλλαντοΐδα
allargamento	ευκαιρία
allarmante	ενοχλητικός
allarmato	ανήσυχος
allarme	ξυπνητήρι
allattamento	θηλασμός
allattare	θηλάζω
alle porte	στρογγυλεμένος
alleanza	συμμαχία
alleato	συναδελφώνομαι
allegare	επισυνάπτω
alleggerire	ανακουφίζω
alleggiare	φωτεινός
allegoria	αλληγορία
allegorico	αλληγορικός
allegria	χαρά
allegro	αλλέγκρο
allele	αλληλόμορφα γονίδια
allenamento	προπόνηση
allenare	ασκούμαι
allenato	ικανός
allenatore	εκπαιδευτής
allentare	χαλαρώνω
allergene	αλλεργιογόνο
allergia	αλλεργία
allergico	αλλεργικός
allergopatia	αλλεργία
allertare	ξυπνητήρι
allestimento	παράσταση
allestire	προετοιμάζω
allettante	δελεαστικός
allettare	έλκω
allevamento	ζωικό κεφάλαιο
alleviare	ανακουφίζω
allibrare	καταγράφω
allibratore	πράκτορας στοιχημάτων
allietare	ενθαρύνω
allievo	μαθήτρια
alligatore	αλιγάτορας
allineamento	ευπείθεια
allitterazione	παρήχηση
allocco	ανόητος
allodola	κορυδαλλός
alloggiare	κατοικώ
alloggio	κατάλυμα
allometria	αλλομετρία
allontanamento	έξοδος
allontanare	απομακρύνομαι
allontanarsi	απομακρύνομαι
allora	λοιπόν
allora	[[για|γι']] αυτό
allorché	από
alloro	δάφνη
allotropia	αλλοτροπία
allotropo	αλλότροπα
allottare	ποντάρω
alluce	μεγάλο δάκτυλο του ποδιού
allucinante	απίστευτος
allucinazione	παραίσθηση
alludere	συνιστώ
allume	στυπτηρία
alluminio	αλουμίνιο
allunaggio	προσελήνωση
allunare	γαίες
allungare	δίνω
allupato	καυλωμένος
allusione	νύξη
alluvione	πλημμύρα
alluvioni	κατακλυσμός
almanaccare	γρίφος
almeno	τουλάχιστον
alogeno	αλογόνο
alone	άλως
alpaca	αλπακά
alpinismo	αναρρίχηση
alpino	άλπειος
alta marea	πλημμυρίδα
alta pressione	μαστουρωμένος
altalena	κούνια
altalenare	κουνώ
altamente	ψηλός
altare	βωμός
alterabile	αναξιόπιστος
alterato	ανήθικος
alterazione	μετεπιβιβάζομαι
altercare	αψιμαχία
alterco	διαπληκτισμός
alterigia	ακαταδεξιά
alternativa	εναλλακτική λύση
alternativamente	εναλλακτικά
alternativo	αιρετικός
alternatore	εναλλακτήρας
altero	συγκαταβατικός
altezza	Υψηλοτάτη
altezzosamente	ακατάδεκτα
altezzosità	αγέλη
altezzoso	αλαζονικός
altimetro	υψόμετρο
altitudine	υψόμετρο
alto	ψηλός
altolocato	υψηλόβαθμος
altoparlante	μεγάφωνο
altopiano	οροπέδιο
altrettanto	αφού
altrove	αλλού
altruismo	αλτρουισμός
altruistico	αλτρουιστικός
altura	ύψος
alunno	μαθητής
alveare	κυψέλη
alveo	κοίτασμα
alveolare	φατνιακός
alveolo	κυψελίδα
alvo	έντερο
alzare	αβάντζο
alzarsi	σηκώνομαι
amabile	υπέροχη
amabilità	φιλοφροσύνη
amaca	αιώρα
amalgama	αμάλγαμα
amalgamare	αναμιγνύω
amante	στοργικός
amanuense	γραφέας
amaranto	αμάραντος
amare	αγαπώ
amareggiare	κάνω
amarena	βυσσινιά
amarezza	πίκρα
amarillide	αμαρυλλίδα
amaro	πικρός
amato	αγαπημένος
amato	εκτιμώ
amatore	αγαπητικιά
amazzone	Αμαζόνα
ambage	περίφραση
ambasciata	πρεσβεία
ambasciatore	πρεσβευτής
ambientalista	οικολογικός
ambiguamente	διφορούμενος
ambiguità	διπροσωπία
ambiguo	παραπλανητικός
ambire	επιθυμία
ambito	διαπασών
ambivalenza	αμφιθυμία
ambizione	φιλοδοξία
ambo	διπλάσιος
ambra	κεχριμπάρι
ambrosia	αμβροσία
ambulante	πλανόδιος
ambulanza	ασθενοφόρο
ambulatorio	περιπατητικός
ameba	αμοιβάδα
americanismo	αμερικανισμός
americanizzare	αμερικανοποιώ
americano	αμερικανικός
americano	αμερικανικός
americio	αμερίκιο
ametista	αμέθυστος
amianto	αμίαντος
amichevole	φιλικός
amichevole	φιλικός
amichevolmente	φιλικά
amicizia	φιλία
amico	φίλος
amido	άμυλο
ammaccare	βαθουλώνω
ammaccatura	βαθούλωμα
ammaestramento	άσκηση
ammalato	αρρωστημένος
ammaliante	γοητευτικός
ammaliato	μαγεμένος
ammanco	έλλειμμα
ammannire	προετοιμάζω
ammansire	γαλήνη
ammantare	διακοσμώ
ammassare	μαζεύω
ammasso	μαζεύομαι
ammazzare	σκοτώνω
ammencire	μαραίνω
ammenda	λεπτός
ammettere	αναγνωρίζω
ammiccamento	κλείνω το μάτι
amministrare	διοικώ
amministratore	διαχειριστής
amministratore delegato	διευθύνουσα σύμβουλος
amministrazione	διαχείριση
amminoacido	αμινοξύ
ammiraglia	ναυαρχίδα
ammiraglio	ναύαρχος
ammirare	θαυμάζω
ammiratore	αερίζω
ammirazione	θαυμασμός
ammirevole	αινετός
ammissibile	παραδεκτός
ammodernare	αναβάθμιση
ammollare	απότομος
ammollare	σέλλα
ammoniaca	αμμωνία
ammonio	αμμώνιο
ammonire	νουθετώ
ammonizione	προειδοποίηση
ammonticchiare	σωρός
ammorbidire	ανακουφίζω
ammorsare	αγγειολαβίδα
ammortamento	απόσβεση
ammortare	αθωώνω
ammortire	αθωώνω
ammortizzare	στρώμα
ammorzare	αμυδρός
ammosciare	μαραίνομαι
ammostare	λιώνω
ammucchiare	στοιβάζω
ammuffire	μουχλιάζω
amnistia	αμνηστία
amo	αγκίστρι
amore	αγάπη
amoreggiare	κοροϊδεύω
amorevole	στοργικός
amorfismo	αμορφία
amorfo	άμορφος
amorosamente	ερωτικά
amoroso	στοργικός
amovibile	αφαιρέσιμος
ampere	αμπέρ
amperometro	αμπερόμετρο
ampio	γεμάτος
amplesso	αγκάλιασμα
amplificare	μεγεθύνω
ampolloso	ευφραδής
amputare	ακρωτηριάζω
amputazione	ακρωτηριασμός
amuleto	φυλαχτό
anabolico	αναβολικός
anabolismo	αναβολισμός
anacoluto	ανακόλουθο
anaconda	ανακόντα
anacoreta	ερημίτης
anacronismo	αναχρονισμός
anacronistico	αναχρονιστικός
anaerobico	αναερόβιος
anagramma	ανάγραμμα
anagrammare	αναγραμματίζω
analcolico	αλκοολούχος
anale	πρωκτικός
analettico	αναληπτικός
analisi	ανάλυση
analisi sensoriale	πρόγευση
analista	αναλυτής
analita	αναλύτης
analitico	λεπτομερής
analizzare	αναλύω
analogia	αναλογία
analogico	αναλογικός
analogo	αντίστοιχος
ananas	ανανάς
anarchia	αναρχία
anarchico	αναρχική
anarchismo	αναρχισμός
anastrofe	αναστροφή
anatema	ανάθεμα
anatematizzare	αναθεματίζω
anatolico	ανατολίτικος
anatomia	ανατομία
anatomicamente	ανατομικά
anatomopatologo	παθολογοανατόμος
anatra	πάπια
anatrella	κάνω πατητή
anca	ισχίο
ancestrale	προγονικός
anche	επίσης
anchilosare	αγκυλώνω
anchilosi	αγκύλωση
ancia	γλωττίδα
ancora	άγκυρα
ancorare	αγκυροβολώ
andante	εντάση
andante	αντάντε
andare	πάω
andato	χαλασμένος
andirivieni	πηγαινέλα
androcentrismo	ανδροκεντρισμός
androgino	ανδρόγυνος
androgino	ανδρόγυνος
andrologia	ανδρολογία
andropausa	ανδρόπαυση
aneddoto	ανέκδοτο
anedonia	ανηδονία
anelare	αγκομαχάω
anellare	κύκλος
anellato	σγουρός
anello	δαχτυλίδι
anemico	αναιμικός
anemone	ανεμώνη
anencefalia	ανεγκεφαλία
anestesia	αναισθησία
anestetizzare	αναισθητοποιώ
aneurisma	ανεύρυσμα
anfetamina	αμφεταμίνη
anfibio	αμφίβιο
anfiteatro	αμφιθέατρο
anfitrione	οικοδέσποινα
anfizionia	αμφικτυονία
anfora	αμφορέας
anfratto	καταβροχθίζω
angelico	αγγελικός
angelo	άγγελος
angelologia	αγγελολογία
angiogenesi	αγγειογένεση
angioletto	αγγελάκι
angiologia	αγγειολογία
angiologo	αγγειολόγος
angioplastica	αγγειοπλαστική
anglicanesimo	αγγλικανισμός
anglicismo	αγγλισμός
anglonormanno	αγγλονορμανδικός
anglosassone	Αγγλοσάξονας
anglosassone	Αγγλοσάξονας
angolare	κόγχη
angolo	γωνία
angolo retto	ορθή γωνία
angoscia	αγωνία
angosciati	ανήσυχος
angosciato	ανήσυχος
angoscioso	αξιολύπητος
anguilla	χέλι
anguria	καρπούζι
angustia	άγχος
angustiare	αναστατώνω
angusto	δύσκολος
anice	γλυκάνισο
anidride carbonica	διοξείδιο του άνθρακα
anidro	άνυδρος
anilina	ανιλίνη
anima	ψυχή
anima gemella	αδελφή ψυχή
animale	ζώο
animale da compagnia	κατοικίδιο
animale domestico	κατοικίδιο
animalesco	άγριος
animare	έμψυχος
animato	έμψυχος
animazione	απεικόνιση
anime	άνιμε
animismo	ανιμισμός
animistico	ανιμιστικός
anisotropia	ανισοτροπία
anitra	νήσσα
annacquare	αραιώνω
annaffiatoio	ποτιστήρι
annata	έτος
annebbiare	βουρκώνω
annebbiato	ομιχλώδης
annegare	πνίγομαι
annerare	αμαυρώνω
annerire	αμαυρώνω
annessione	προσάρτηση
annichilire	εκμηδενίζω
annidare	κουρνιάζω
annientare	εκμηδενίζω
anno	χρόνος
anno luce	έτος φωτός
annodare	δένω κόμπο
annoiato	βαριεστημένος
annotare	ένδειξη
annotazione	ένδειξη
annoverare	κατηγορία
annullamento	ανάκληση
annullare	ακυρώνω
annullo	ακύρωση
annunciare	ανακοινώνω
annuncio	ζώδιο
annunziare	ανακοινώνω
annuo	μονοετής
annusare	ρουφώ
annuvolare	βουρκώνω
ano	πρωκτός
anodico	ανόδιο
anodo	ανόδιο
anomalia	ανωμαλία
anomalo	ανώμαλος
anonimato	ανωνυμία
anonimo	ανώνυμος
anoressia	ανορεξία
anormali	ανώμαλος
ansare	λαχανιάζω
ansia	άγχος
ansimare	λαχανιάζω
ansioso	ανήσυχος
antagonismo	ανταγωνισμός
antagonista	ανταγωνιστής
antagonista	ανταγωνιστής
antartico	ανταρκτικός
antecedente	προηγούμενος
antecedentemente	προηγουμένως
antecedere	προηγούμαι
antenato	πρόγονος
antenna	κεραία
anteprima	πρώτη προβολή
anteriore	πρώην
anteriormente	προηγουμένως
antesignano	προπομπός
antiaereo	αντιαεροπορικός
antibiogramma	αντιβιόγραμμα
antibiotici	αντιβιοτικό
anticamente	προηγουμένως
anticamera	προάγγελος
antichità classica	Κλασική Αρχαιότητα
anticiclone	αντικυκλώνας
anticiclonico	αντικυκλωνικός
anticipatamente	από πριν
anticipato	πρώιμος
anticipo	πρώιμος
antico	αρχαίος
antico slavo ecclesiastico	παλαιά εκκλησιαστική σλαβονική γλώσσα
anticonformistico	αιρετικός
anticorpo	αντίσωμα
anticristo	αντίχριστος
antidepressivo	αντικαταθλιπτικό
